	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
10	http://www.ebay.com/itm/Samsung-Galaxy-Tab-S2-9-7-Gold/362123808471?hash=item545042ced7%3Ag%3A6qwAAOSw2GlZ1Qwd	$113.65	"Samsung Galaxy Tab S2 9.7"" Gold"	https://i.ebayimg.com/images/g/6qwAAOSw2GlZ1Qwd/s-l400.jpg	Used	This  tablet has been tested, showing that all components work as they are supposed to.  There are only a few minor marks on the screen /on the bezels and on the back side.    .    Tablet has been reset to factory condition.    *Battery life and performance on used electronic devices can not be guaranteed. *	Samsung	32GB	SM-T813		SM-T813NZDEXAC	Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)	887276169668	Wi-Fi	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, Expandable Memory, Integrated Speakers, Touch Screen, Web Browser	"9.7"""	Not Applicable													Galaxy Tab S2			Gold												Not Applicable					8.0	2.1	1536 x 2048	Yes	3GB																																																																																																																																																																																																																																																																																																														
11	http://www.ebay.com/itm/Amazon-Kindle-Paperwhite-6-eReader-300-ppi-Touchscreen-w-Light-Wi-Fi-NEW/151843652291?epid=218523903&hash=item235a9642c3%3Ag%3AsJwAAOSwTLlZ0ppK	$119.99	"Amazon Kindle Paperwhite 6"" eReader 300 ppi Touchscreen w Light, Wi-Fi NEW"	https://i.ebayimg.com/images/g/sJwAAOSwTLlZ0ppK/s-l400.jpg	New		Amazon	4GB	Paperwhite (7th Generation)	512MB	B00OQVZDJM		0848719056099	Wi-Fi	eBook Reader	Micro-USB, Wi-Fi	KindleOS 5.6.5		6in.	Unlocked	1280 x 768				Paperwhite Built-in light				512MB	USB	Micro-USB, Wi-Fi	6.7in (17.02cm)	Kindle Paperwhite	4.6in (11.68cm)	0.36in (0.91cm)	Black	0.452lb. (0.2kg)	The Amazon Kindle Paperwhite B00OQVZDJM features a 6-inch, anti-glare screen with a built-in backlight for convenient readability. You can purchase nooks and magazines using the Wi-Fi connectivity, and save 1000 books on its 4 GB internal memory. Its USB port enables quick data transfers. Thin and lightweight, this device ensures portability and its adjustable backlight allows you to dim the light during night for easy viewing and minimal strain on the eyes.		UP to 1000hr.		6in (15.24cm)			AZW, AZW3, BMP, DOC, DOCX, GIF, HTML, JPEG, PDF, PNG, PRC natively, TXT, Unprotected MOBI	LCD Display, Web Browser	Black											B00OQVZDJM	Amazon																																																																																																																																																																																																																																																																																																												
12	http://www.ebay.com/itm/Apple-iPad-4th-Generation-16GB-Tablet-w-Retina-Display-Wi-Fi-Black-White-A1458/311737770996?hash=item489504e3f4%3Am%3Ame384gMAjbe8F0iNoS6q2Kg&var=	$169.00 to $179.95	Apple iPad 4th Generation 16GB Tablet w' Retina Display, Wi-Fi Black/White A1458	https://i.ebayimg.com/images/g/CLEAAOxydB1SnKe-/s-l400.jpg	Seller refurbished		Apple	16GB		1GB	MD510LL/A, MD513LL/A	1.4 GHz Apple A6X		Wi-Fi	Tablet	Proprietary	iOS		"9.7"""	Not Applicable	2048 x 1536												iPad 4th Generation															Not Applicable																																																																																																																																																																																																																																																																																																																							
13	http://www.ebay.com/itm/Teclast-P10-Octa-Core-10-1-Tablet-PC-Android7-1-2GB-32GB-Dual-WiFi-ameras-OTG/282653192135?hash=item41cf716fc7%3Ag%3AhfsAAOSwFYxZztHE	$121.51	"Teclast P10 Octa Core 10.1"" Tablet PC Android7.1 2GB+32GB Dual WiFi ameras OTG"	https://i.ebayimg.com/images/g/hfsAAOSwFYxZztHE/s-l400.jpg	New		Teclast	32GB		2GB	Does Not Apply	Octa Core	Does not apply			Bluetooth, Wi-Fi, USB	Android7.1		10.1in.		1920 x 1200																																							1.50GHz																																																																																																																																																																																																																																																																																																											
14	http://www.ebay.com/itm/7-INCH-KIDS-ANDROID-4-4-TABLET-PC-QUAD-CORE-WIFI-UK-STOCK-CHILD-CHILDREN-US-IDM/311759676440?hash=item4896532418%3Am%3Am1WBDwR1bFgJau5VHcv7EDQ&var=	$15.22 to $49.99	"7"" INCH KIDS ANDROID 4.4 TABLET PC QUAD CORE WIFI UK STOCK CHILD CHILDREN US IDM"	https://i.ebayimg.com/images/g/NFsAAOSwA3dYR7Rq/s-l400.jpg	New		Hiyadel	8GB		8GB	Does Not Apply	Quad Core		Wi-Fi	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android 4.4.X Kit Kat	Backlight, Bluetooth, Built-In Front Camera, Color Screen, Email, File Browsing, LCD Display, Library Compatible, Media Player, MP3 Player, Touch Screen, Video Recorder, Web Browser	7in.		1024 x 768	Case/Cover											Hiyadel																		China									1.20GHz	YES																																																																																																																																																																																																																																																																																																										
15	http://www.ebay.com/itm/7-Inch-Google-Android-Tablet-PC-Quad-Core-8GB-WiFi-Unlocked-2SIM-3G-GPS-IPS-HD/112471334932?hash=item1a2fd06014%3Am%3AmSWyD3DITAEbvXVvGAWxilA&var=	$56.99 to $58.99	7 Inch Google Android Tablet PC Quad Core 8GB WiFi Unlocked 2SIM 3G GPS IPS HD	https://i.ebayimg.com/images/g/M1gAAOSwTf9ZXdFs/s-l400.jpg	New other (see details)	Tablet PC + 2 SIM 3G Unlocked Phablet	Unbranded/Generic	8GB	735	512MB	B0-00459-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 4.4.X Kit Kat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	7in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
16	http://www.ebay.com/itm/Apple-iPad-Air-2-16GB-Wi-Fi-9-7in-Space-Gray-with-Smart-Cover/322812244942?epid=204354657&hash=item4b291bf3ce%3Ag%3ApEIAAOSwDQJZsjv9	$160.00	New ListingApple iPad Air 2 16GB, Wi-Fi, 9.7in - Space Gray, with Smart Cover	https://i.ebayimg.com/images/g/pEIAAOSwDQJZsjv9/s-l400.jpg	Used	Bought less than a year ago, perfect condition (like new), without box	Apple	16GB	Wi-Fi	2GB	MGL12LL/A		0888462025249	Wi-Fi	Tablet	USB, Wi-Fi	iOS		9.7in.	Not Applicable	2048 x 1536		Apple	Apple A8X	LED-backlit Multi-Touch with IPS	Multi-Touch	8 Megapixel	1.2 Channel Megapixel	2 ChannelGB	Bluetooth, Lightning connector	USB, Wi-Fi	0.24in (0.61cm)	iPad Air 2	9.4in (24cm)	6.6in (16.95cm)	Gray	0.96lb. (0.437kg)	Featuring a slim profile and light in weight, the Apple iPad Air 2 features a 9.7-inch display. It has a resolution of 2048 x 1536 pixels and an anti-reflective coating. For a superior CPU and graphic performance the iPad Air 2 has a 1.5 GHz Apple A8X chipset. The powerful battery of this iPad lasts up to 10 hours. It offers Wi-Fi and Cellular options to offer fast, wireless connectivity. It runs on the iOS, which brings plenty of features to make your daily tasks or even multitasking convenient and easy. With an 8 MP rear and 2 MP front cameras this Apple tablet lets you capture images, videos, selfies and even enjoy video-calling. It comes with 16 GB integrated memory.	Rechargeable Lithium-Polymer	UP to 10hr.	Camera, Touch-Screen	9.7in (24.64cm)	Mac, PC	10/16/2014	.ics, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, PCM, WAV	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Fingerprint Sensor, HD, Retina Display, Touch Screen	Space Gray			Yes										1.5GHz		dual channel  (2.4GHz and 5GHz) and MIMO	Line In (3.5mm)	Speaker(s)																																																																																																																																																																																																																																																																																																							
17	http://www.ebay.com/itm/Kobo-Mini-Ereader-2GB-WIFI-5-Inch-Black-Gray/272099214824?epid=129425608&hash=item3f5a6085e8%3Am%3AmV08zhFJmRrwjKOc7mhARXg&var=	$36.95	Kobo Mini Ereader 2GB, WIFI 5 Inch - Black Gray	https://i.ebayimg.com/images/g/swYAAOSwYIhWkCot/s-l400.jpg	Used	Excellent Condition. May show minimal use. Guaranteed to Work	Kobo				Kobo Mini																																																																																																																																																																																																																																																																																																																																																												
18	http://www.ebay.com/itm/USED-Samsung-Galaxy-Tab-E-SM-T560NU-9-6-16GB-Black-Android-Tablet/352181019458?hash=item51ff9fe342%3Ag%3Aa9QAAOSwWxNYoc9K	$0.79	"New Listing**USED**Samsung Galaxy Tab E SM-T560NU 9.6"" 16GB Black Android Tablet"	https://i.ebayimg.com/images/g/a9QAAOSwWxNYoc9K/s-l400.jpg	Used	This item has been used previously, but is fully operational and functions as intended.  There are no marks on this item.  Everything has been tested and works the way it should.	Samsung	16GB	"Galaxy Tab E  9.6"" 16GB"		SM-T560NU	Quad-core 1.30GHz		Wi-Fi	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android 5.0.X Lollipop	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Integrated Speakers, LCD Display, Touch Screen	"9.6"""														Galaxy Tab E			Black																	5.0M	2.0M	800x1280	Yes	1.5GB																																																																																																																																																																																																																																																																																																														
19	http://www.ebay.com/itm/Samsung-Galaxy-Tab-S2-SM-T810-9-7-32GB-Black-Android-Tablet/362122938935?hash=item5450358a37%3Ag%3AHvsAAOSwM7JZ0ovw	$121.62	"Samsung Galaxy Tab S2 SM-T810  9.7"" 32GB Black Android Tablet"	https://i.ebayimg.com/images/g/HvsAAOSwM7JZ0ovw/s-l400.jpg	Used	This tablet has been used before.  It is tested and it is in working condition.  While the battery has been tested, the battery life remaining of this tablet cannot be guaranteed.  There are minor scuffs on the back of the tablet.	Samsung	32GB	SM-T810		SM-T810NZKEXAC	Quad-core 1.90GHz & quad-core 1.30GHz	887276069869	Wi-Fi	Tablet	Micro-USB	Android 7.X.X Nougat	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory	"9.7"""														Galaxy Tab S2			Black																	8.0MP	2.1MP	1536x2048	Yes	3GB RAM																																																																																																																																																																																																																																																																																																														
20	http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-SM-T560NU-9-6-16GB-White-Android-Tablet/401419134297?hash=item5d7671e559%3Ag%3Ap7sAAOSw1xhZpu5p	$17.55	"New ListingSamsung Galaxy Tab E SM-T560NU 9.6"" 16GB White Android Tablet"	https://i.ebayimg.com/images/g/p7sAAOSw1xhZpu5p/s-l400.jpg	Used	This Touchscreen tablet has been used previously, but it is fully operational and functions as intended. This unit is in  good condition, and there are few scuffs on the screen and some scratches on the base. Everything has been tested and works the way it should.  Includes AC adapter / USB cable **Battery life for USED items cannot be guaranteed**	Samsung	16GB	"Galaxy Tab E  9.6"" 16GB"		SM-T560NU	Quad-core 1.30 GHz	n/a	Wi-Fi	Tablet	Bluetooth, Micro-USB, Wi-Fi	Android OS	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Expandable Memory, File Browsing, Integrated Speakers, Touch Screen, Web Browser	"9.6"""														Galaxy Tab E			White																	5.0	2.0	800x1280	Yes	1.5 GB																																																																																																																																																																																																																																																																																																														
21	http://www.ebay.com/itm/USED-Kobo-Glo-HD-N437-KU-BK-K-EP-6-4GB-E-Reader/352180763657?hash=item51ff9bfc09%3Ag%3AxjEAAOSwQiBZ1n2K	$8.37	"New Listing**USED** Kobo Glo HD N437-KU-BK-K-EP 6"" 4GB E-Reader"	https://i.ebayimg.com/images/g/xjEAAOSwQiBZ1n2K/s-l400.jpg	Used	This Touchscreen E-Reader has been used previously, but it is fully operational and functions as intended. This unit is in very good condition, and there are light scuffs on the screen and minor scratches on the base. Everything has been tested and works the way it should.  Includes USB cable / manual / OEM box. **Battery life for USED items cannot be guaranteed**	Kobo	4GB	Glo HD		N437-KU-BK-K-EP	Not Specified	681495007080	Wi-Fi	eBook Reader	Micro-USB	Custom Kobo OS	Backlight, Touch Screen	"6.0"""														Glo			Black																			1448x1072	Yes	Not Specified																																																																																																																																																																																																																																																																																																														
22	http://www.ebay.com/itm/Microsoft-Surface-3-Multi-Touch-10-8-Tablet-64GB-Windows-10/352179297413?epid=219507392&hash=item51ff859c85%3Ag%3AH6QAAOSwk%7ENZ0nv%7E	$161.50	"Microsoft Surface 3 Multi-Touch 10.8"" Tablet/ 64GB / Windows 10"	https://i.ebayimg.com/images/g/H6QAAOSwk~NZ0nv~/s-l400.jpg	Used	This  tablet has been tested, showing that all components work as they are supposed to. Tablet has been reset to factory condition.   There are only a few minor scratches and scuffs on the screen /on the bezels and many on the back side.        *Battery life and performance on used electronic devices can not be guaranteed. *	Microsoft	64GB	3	2GB	7G5-00015	Quad Core	0889842008852	Wi-Fi	Tablet	Micro-USB, Wi-Fi	Windows, Windows 10	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, Expandable Memory, Integrated Speakers, Touch Screen	10.8in.	Not Applicable	1920 x 1280		Intel						2 ChannelGB		Micro-USB, Wi-Fi	7.36in (18.69cm)	Surface 3	10.5in (26.67cm)	0.3in (0.76cm)	Silver	1.37lb. (0.62kg)	The Microsoft Surface is a useful device driven by a robust 2.4 GHz processor and running on Windows platform. The tablet is equipped with 64 GB memory storage. It also features a convenient 10.8-inch display that provides clear visuals. This Microsoft tablet supports Wi-Fi connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the Microsoft device has a built-in camera. Its weight is 1.37 lbs. The product is available in silver.				10.8in (27.43cm)				Built-In Front Camera	Silver	Not Applicable					8.0MP	3.5MP	1920x1080	Yes	2GB RAM								0889842008852																																																																																																																																																																																																																																																																																																						
23	http://www.ebay.com/itm/13-3-Tablet-PC-Wi-Fi-Android-7-0-Octa-Core-1920x1200-Mic-2-16GB-HD-Resolution/372090292841?hash=item56a24f4a69%3Ag%3AnP8AAOSwCV5ZzgpF	$179.99	13.3'' Tablet PC Wi-Fi Android 7.0 Octa Core 1920x1200 Mic 2+16GB HD Resolution	https://i.ebayimg.com/images/g/nP8AAOSwCV5ZzgpF/s-l400.jpg	New		Fochutech	16GB		2GB	Does Not Apply	Octa Core	Does Not Apply	Wi-Fi	Tablet	Bluetooth	Android 7.X Nougat	Built-In Front Camera, Built-In Rear Camera, Color Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	13.3in.		1920 x 1200															Black																								1.40GHz																																																																																																																																																																																																																																																																																																											
24	http://www.ebay.com/itm/Microsoft-Surface-Pro-2-1601-10-6-i5-4200U-1-6-GHz-Tablet-4-GB-RAM-64-GB-SSD/202074776103?hash=item2f0c986227%3Ag%3AoXYAAOSwynRZ18dV	$51.00	Microsoft Surface Pro 2 1601 10.6” i5-4200U 1.6 GHz Tablet 4 GB RAM 64 GB SSD	https://i.ebayimg.com/images/g/oXYAAOSwynRZ18dV/s-l400.jpg	Used		Microsoft	64GB		4GB	1601		Does not apply		Tablet		Windows 10				1920 x 1080												Surface Pro 2			Black																								1.60GHz																																																																																																																																																																																																																																																																																																											
25	http://www.ebay.com/itm/SAMSUNG-SM-P585-Galaxy-Tab-A-with-S-Pen-10-1-4G-LTE-Wi-Fi-RAM-3GB-32GB/322352143591?epid=733812984&hash=item4b0daf5ce7%3Am%3AmCiQZBnVcDothooxC6uTjZQ&var=	$358.90	"SAMSUNG SM-P585 Galaxy Tab A with S Pen 10.1"" 4G LTE + Wi-Fi RAM 3GB 32GB"	https://i.ebayimg.com/images/g/WfYAAOSwJ7RYR8ht/s-l400.jpg	New		Samsung	32GB / Up to 256GB		3GB	SM-P585	Octa Core		Wi-Fi + 4G	Tablet	Bluetooth, USB 2.0	Android 6.0		10.1in.		1920 x 1200												Galaxy Tab A																											1.60GHz																																																																																																																																																																																																																																																																																																											
26	http://www.ebay.com/itm/Chuwi-Hi12-12-Tablet-PC-Quad-Core-1-44GHz-4GB-64GB-64bit-WINDOWS-10-ANDROID-5-1/282555808023?epid=514032959&hash=item41c9a37917%3Ag%3A6GEAAOSw%7ErpZWrw0	$226.98	"Chuwi Hi12 12"" Tablet PC Quad Core 1.44GHz 4GB+64GB 64bit WINDOWS 10+ANDROID 5.1"	https://i.ebayimg.com/images/g/6GEAAOSw~rpZWrw0/s-l400.jpg	New		Chuwi	64GB		4GB	Does Not Apply	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth, Micro-HDMI, Micro-USB, USB 2.0, USB 3.0, Wi-Fi	Windows 10 + Android 5.1	Bluetooth, Built-In Front Camera, Built-In Rear Camera, MP3 Player, Touch Screen	12	Unlocked	2160 x 1440															Silver												Without Contract												1.44GHz																																																																																																																																																																																																																																																																																																											
27	http://www.ebay.com/itm/Microsoft-Surface-Pro-4-12-3-128-GB-CR5-00001-Windows-10-Pro/352179584093?epid=218199051&hash=item51ff89fc5d%3Ag%3AE3gAAOSw47dZ068%7E	$358.88	"Microsoft Surface Pro 4 12.3"" 128 GB CR5-00001 Windows 10 Pro "	https://i.ebayimg.com/images/g/E3gAAOSw47dZ068~/s-l400.jpg	Manufacturer refurbished	This tablet has been used before.  It is tested and it is in working condition.  While the battery has been tested, the battery life remaining of this tablet cannot be guaranteed.  There are some scratches and scuffs on the back of the tablet.	Microsoft	128GB	4	4GB	CR5-00001	Dual Core	0889842014259	Wi-Fi	Tablet	USB, Wi-Fi	Windows 10, Windows 10 Pro	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory	12.3in.	Not Applicable	2736 x 1824		Intel				8 Megapixel		4GB		USB, Wi-Fi	7.93in (20.14cm)	Surface Pro 4	11.5in (29.21cm)	0.33in (0.84cm)	Silver	1.73lb. (0.78kg)	Powerful and portable, this lightweight and convenient Microsoft Surface tablet offers you the connectivity of a computer. Easily access your favorite online recipes and download a shopping list to take with you to the grocery store. A massive 128 GB storage capacity rivals some laptops on the market and can safely store hours of digital media while still leaving room for thousands of photos. Featuring Windows 10, this tablet is able to keep up with the latest apps without crashing or draining the battery. The generous 12.3 in / 31.2 cm screen size and excellent resolution make for comfortable reading of a variety of digital publications as well as clear viewing of photos and videos. Enjoy HD reading of a selection of publications, clear viewing of TV and movies, and comfortable web surfing on this screen, which offers 2736 x 1824 pixel resolution. This convenient tablet features a 5 MP front camera for making video calls or taking self-portraits and videos. This tablet is Wi-Fi enabled, so you don’t always have to be at stuck at home to download eBooks.		UP to 9hr.		12.3in (31.24cm)				Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, HD	Silver					microSD	8.0MP	5.0MP	2736x1824	Yes	4GB RAM								0889842014259																																																																																																																																																																																																																																																																																																						
28	http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-SM-T560NU-9-6-16GB-White-Android-Tablet/401417868283?hash=item5d765e93fb%3Ag%3AZqMAAOSwtTJZ031z	$50.24	"Samsung Galaxy Tab E SM-T560NU 9.6"" 16GB White Android Tablet"	https://i.ebayimg.com/images/g/ZqMAAOSwtTJZ031z/s-l400.jpg	Used	This tablet has been used before.  It is tested and it is in working condition.  While the battery has been tested, the battery life remaining of this tablet cannot be guaranteed.  There are some scratches on the touchscreen, and scuff marks on the back of the tablet.	Samsung	16GB	SM-T560		SM-T560NZWUXAC	Quad-core 1.30GHz	887276113807	Wi-Fi	Tablet	Micro-USB	Android 6.0.X Marshmallow	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory	"9.6"""														Galaxy Tab E			White																	5.0MP	2.0MP	800x1280	Yes	1.5GB RAM																																																																																																																																																																																																																																																																																																														
29	http://www.ebay.com/itm/Teclast-X80Pro-8-FHD-Windows-10-Android-5-1-Tablet-PC-Intel-Quad-Core-32GB-HDMI/122744115201?hash=item1c941e9001%3Ag%3AchIAAOSwsm1Z2ciP	$9.50	"New ListingTeclast X80Pro 8"" FHD Windows 10+Android 5.1 Tablet PC Intel Quad Core 32GB HDMI"	https://i.ebayimg.com/images/g/chIAAOSwsm1Z2ciP/s-l400.jpg	New		Teclast	32GB		2GB	Does Not Apply	Quad Core	Does not apply	Wi-Fi	Tablet	HDMI, Bluetooth, Micro-HDMI, Micro-USB	Android		"8"""		1920 x 1200		Intel							HDMI													Android																	1.5GHz						HDMI																																																																																																																																																																																																																																																																																																					
30	http://www.ebay.com/itm/Samsung-Galaxy-Tab-E-Lite-SM-T113-8GB-Wi-Fi-7in-White-camera/272851470542?epid=232038807&hash=item3f873708ce%3Ag%3A5dcAAOSwBxhZlLQC	$89.90	Samsung Galaxy Tab E Lite SM-T113 8GB, Wi-Fi, 7in - White camera	https://i.ebayimg.com/images/g/5dcAAOSwBxhZlLQC/s-l400.jpg	New		Samsung	8GB		8GB	SM-T113NDWAXAR		0887276095721	Wi-Fi	Tablet		android	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, LCD Display, Touch Screen	7in.												Wi-Fi		galaxy tab			White											White				Vietnam																																																																																																																																																																																																																																																																																																																				
31	http://www.ebay.com/itm/Venturer-EliteWin-11-KT-11-6-Tablet-Laptop-Convertible-Win-10/352180165867?hash=item51ff92dceb%3Ag%3AevYAAOSwJoNZ1Rq9	$26.32	"Venturer EliteWin 11 KT 11.6"" Tablet/Laptop Convertible / Win 10 "	https://i.ebayimg.com/images/g/evYAAOSwJoNZ1Rq9/s-l400.jpg	Used	This item has been used previously, but is fully operational and functions as intended.  There are scratches all over the back of the tablet and the bottom of the keyboard dock.  Everything has been tested and works the way it should.	Venturer	32GB	WT19813W87DK		Does Not Apply	Intel Atom Z3735F 1.33GHz	062118198130	Wi-Fi	Tablet/Laptop Convertible	Micro-USB, Mini-HDMI, USB	Windows 10 Home	Built-In Front Camera, Built-In Rear Camera, Expandable Memory	"10.1"""														EliteWin 11 KT			Gold / Silver																			1366x768	Yes	2GB RAM																																																																																																																																																																																																																																																																																																														
32	http://www.ebay.com/itm/XGODY-7-8GB-HD-Quad-Core-Kids-Children-Tablet-PC-Bluetooth-Wifi-Bundled-Case/371875206287?hash=item56957d548f%3Am%3AmCyBJfwm89aO08hamkYshaQ&var=	$49.99	XGODY 7'' 8GB HD Quad Core Kids Children Tablet PC Bluetooth Wifi Bundled Case	https://i.ebayimg.com/images/g/K0wAAOSwB-1Y2hUz/s-l400.jpg	New other (see details)	Bundled Case Black/Blue/Red/Pink/White/Gold/Purple	Unbranded/Generic	8GB	T73Q	512MB	B0-T73Q	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth	Android 4.4.x KitKat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	"7"""		1024 x 600	Case/Cover																																																																																																																																																																																																																																																																																																																																																	
