,ItemLink,Price,Name,Image,Condition,Brand,Display Max. Resolution,Model,Rear Camera Resolution,MPN,Front Camera Resolution,Screen Size,Height,Internet Connectivity,Width,Storage Capacity,Depth,Type,Weight,UPC,Battery Technology,Display Size,Battery Run Time,Operating System,Input Method,Supported File Types,Platform,Exterior Color,Special Features,Processor Manufacturer,Display Tech,Color,Wireless capabilities,Country/Region of Manufacture,Features,Expansion Ports,Data Link Protocol,PC Interface,RAM,Processor Speed,Hardware Connectivity,Battery Standby,Processor,Product Line,Resolution,Seller Notes,Carrier,EAN,Bundled Items,Max. Resolution,Max Screen Resolution,Hard Drive,Size Type,Wireless Type,Average Battery Life (in hours),Screen Resolution,Style,Bundle Listing,Expandability,Product Information,Processor Type,Interface,Contract,GTIN,ISBN,Delivery Time,Key Word,Networking Type,Audio Output,Installed RAM,Battery,CPU,camera,GPU,ROM  Flash,Warranty,Manufacturer Part Number,Touch Screen Technology,Manufacturer Part number,Audio Input,Release Date,Cosmetic condition,No accessories,Internal Memory,Monitor Screen Size,Manufacturer warranty,Band,Hard Drive Capacity,Extend Port,Camera,Processor Manufacture,Touch Screen Type,Processor Main Frequency,Cell Capacity,Colour,Other Part Numbers,Camera Resolution,RAM Technology,battery type,Wi-Fi,Bundled item,Security Features,Installed Cache Memory,Charger,Charger and cable,Screen type,Marque,Numéro de pièce fabricant,OS,Screen,Screen resolution,Size,Not Included,Capacity,Battery type,Input voltage,Output voltage,Output current,Shipping Time,Manufacturer Warranty,Warranty - Parts,Warranty - Labor,colo,Front Camera Megapixels,Rear Camera Megapixels,Functional Digitizer,Memory Size,Max Supported RAM,Graphic Processor,Wireless Protocol,Touch panel,Publisher,Binding,Dimensions,OperatingSystem,PartNumber,ProductGroup,BRAND,AC adapter,Additional Features,Battery Capacity,Core,External Memory,WIFI,Chipest,Extended memory,Product Size,Front Camera,Rear Camera,Screen Type,Memory Card Type,Lock Status,3G network,4G,File format,Support,Battery / Run Time (up to),Battery Type,Graphics Chipset,Material of back cover,Max. Video Resolution,Battery Capacity(mAh),Extend Card,Processor Number,Samsung,3G,Battery capacity (mAh),Front camera,Back camera,External storage,WIFi,Bands,Bettry Type,External Storage,Country of Manufacture,Network,Dimension / Weigt,Supported Languages,Shipping Carrier,Display,Supported Video format,Graphics Processing Type,Memory,Display Color Support,ROM,Camera type,CPU Brand,Connectivity,SD Card Slot,Supported File Formats,Languages,Front Camera Pixels,Material,Earphone Port,Back Camera,pid,Original Box,Cosmetic Condition,Digital storage capacity,Offer type,Item unbranded and not associated with,Storage,JAPAN ONLY METAL MAGAZINE,Fast Fulfillment,Language,Language2,Note,Storage Controller Type,Item Condition,Touch Screen Function,Storage Type,Keyboard Type,Serial Number,Colours Available,Modem Type,Analog Modulation Protocol,Bus Speed,Maximum Resolution,Accessories Included Electronics Product,Input Type,Item Type Electronics,Wired Connectivity,Software Included,Product Color,Output Type,Product Depth,Features Electronic Display,Product Height,Wireless Standard,Product Weight,Wireless Technology,Targeted Audience,Features Audio Product,Product Width,Battery Charge Life,Warranty Description,Original box,System,NumberOfItems,Installed Video Memory,Bluetooth,Touchscreen,Model Number,Charging Time (h),Headphones,Manufacturer,AC Adapter,Mpn,Item Weight,Shipping Weight,Product Dimensions,Rear Webcam Resolution,Computer Memory Type,Power Source,Wifi,Sim Card,Generation,Dimensions of glass,Dimensions of Projection Base,SKU,Keyboard,Battery Life,Rating,SIM Card,Audio,Cameras,Resolution (pixels),Lister,Category,Plug,Plug Adaptor,test,Custom3,Number of Cores,Max Resolution,PID
2898,http://www.ebay.com/itm/HP-ElitePad-900-Bundle/131912623097?hash=item1eb69ae3f9%3Ag%3AB%7EoAAOSwaB5XtdrH,$399.14,HP ElitePad 900 ''Bundle'',https://i.ebayimg.com/images/g/B~oAAOSwaB5XtdrH/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There are some small but noticeable blemishes around the charging port, but nothing serious.Almost new.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,http://www.ebay.com/itm/Unlocked-Samsung-Galaxy-Note-4-32GB-4G-LTE-SM-N910A-AT-T-T-Mobile-Phone-Black/131918478080?hash=item1eb6f43b00%3Ag%3A6Q8AAOSw3h1ZOZqy,$198.95,Unlocked Samsung Galaxy Note 4 32GB 4G LTE SM-N910A AT&T T-Mobile Phone Black,https://i.ebayimg.com/images/g/6Q8AAOSw3h1ZOZqy/s-l300.jpg,New other (see details),Samsung,,SM-T230N,3 Megapixel,SM-T230NZWAXAR,,7in.,4.25in (10.8cm),Wi-Fi,7.36in (18.69cm),8GB,0.35in (0.89cm),Tablet,0.61lb. (0.27kg),"0887276042268, 0887276042275",,7in (17.78cm),UP to 10hr.,Android,,"FLAC, MP3, OGG, WAV",,White,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen",Samsung,,White,LTE,,,,LTE,"Micro-USB, Wi-Fi",2GB,,"Micro-USB, Wi-Fi",,Quad Core,Galaxy Tab 4,1280 x 800,"Customer/Carrier Return Overstock item. The phone comes in box with original accessories. May have sign of blemishes due to handling and overstock item. Works on any GSM network including T-Mobile, AT&T, Cricket, Simple Mobile, MetroPCS, Wireless GSM, H20, etc. - Will NOT work on any CDMA Carrier (Verizon, Sprint, etc.)",Not Applicable,,,,,,,,,,,,microSD Slot,"Pop this Samsung Galaxy Tab tablet into a purse or bag and take your favorite eBook or digital newspaper with you. When you're on the move, this tablet makes it easy to read and listen to music as well. The respected Samsung brand delivers innovation and value across it's range of popular electronic devices. Perfect for trips, the tablet's 8 GB hard drive capacity can hold a selection of favorite movies, e-books, music and games to keep everyone entertained. Innovative and sophisticated, this tablet runs on the Android operating system and can respond to simple voice commands for hands-free use. The 7 in / 17.8 cm screen size is easy to hold with one hand, making this device a snap to take along on every adventure. With an impressive screen resolution of 1280 x 800, this tablet provides users with HD quality viewing at home or on the go. With networks available in almost every location, the Wi-Fi connectivity on this tablet quickly and easily connects users to the Internet.",,,Without Contract,,,,,4G,,2 ChannelGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,http://www.ebay.com/itm/Intel-ECS-TA70CA2-8GB-7-Android-Tablet-w-Intel-Atom-Z2520-1-20GHz-1GB-RAM-NEW/131926281366?epid=1437699840&hash=item1eb76b4c96%3Ag%3AdZgAAOSwLqFV7yEO,$74.95,"Intel ECS TA70CA2 8GB 7"" Android Tablet w/ Intel Atom Z2520 1.20GHz 1GB RAM NEW!",https://i.ebayimg.com/images/g/dZgAAOSwLqFV7yEO/s-l300.jpg,New,Intel,,,,TA70CA2,,"7""",,Wifi 802.11 b/g/n,,8GB ROM 1GB RAM,,Tablet,,735858277341,,,,Android,,,,,,,,"White, Champaign Accents",,,"MicroSD Support, Bluetooth 2.1 + EDR, 4150mAh Battery",,,,,,MicroUSB,,,TA70CA2,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,http://www.ebay.com/itm/Microsoft-Surface-RT-32GB-Black-Bundle-Works-Great-TP112598494/131954103803?hash=item1eb913d5fb%3Ag%3AeUoAAOSwTA9X7ELW,$122.38,"Microsoft Surface RT 32GB Black Bundle, Works Great -TP112598494",https://i.ebayimg.com/images/g/eUoAAOSwTA9X7ELW/s-l300.jpg,Used,Microsoft,,RT with Touch Cover,,9HR-00001,,10.6in.,6.8in (0.37cm),Wi-Fi,10.81in (10.81cm),32GB,0.4in (6.77cm),Tablet,1.5lb. (0.68kg),0885370449075,,10.6in (26.92cm),UP to 8hr.,Windows RT,"Camera, Touch-Screen",,PC,Dark Titanium,"Built-In Front Camera, Built-In Rear Camera, Speakerphone",NVIDIA,HD LCD,Silver,,,,Micro-SD,,"Micro-USB, Wi-Fi",2GB,,"Micro-USB, Wi-Fi",,Quad Core,,1366 x 768,This item has been professionally tested in all of the following areas and is guaranteed to be completely functional:The item's display has been tested and is in working order.Product is in good overall cosmetic condition but shows signs of use.,Not Applicable,,"Power Charger with cable, Black Touch Keyboard Cover",,,,,,,,,,"microSD, microSDXC","With an integrated memory of 32 GB the Microsoft Surface RT makes storing user data and downloaded content easy. Running on Windows RT operating system, this Microsoft tablet offers a variety of handy features, as well as Wi-Fi connectivity. Additionally, this Microsoft Surface weighs 1.5lb (0.68 kg) and comes in dark titanium color with 10.6in (26.92 cm) display, ensuring convenient usage and menu navigation.",Core i5,,,,,,,"Bluetooth, Integrated Wireless LAN",,2 ChannelGB,,,,,,,,Multi-Touch,,,,Excellent,,,,,,,,,,,,,,,,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 ChannelGB,Intel HD Graphics 4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,http://www.ebay.com/itm/B-N-Nook-Simple-Touch-2GB-Wi-Fi-Protective-Black-Case-And-Charger-Included/132001255695?epid=103171318&hash=item1ebbe3510f%3Ag%3A28YAAOSw44BYJ1XC,$50.00,"B&N Nook Simple Touch 2GB, Wi-Fi, Protective Black Case And Charger Included!",https://i.ebayimg.com/images/g/28YAAOSw44BYJ1XC/s-l300.jpg,Used,Barnes & Noble,,,,,,6in.,,Wi-Fi,,2GB,,eBook Reader,,9781400532711,,,,,,,,,,,,,,,,,,,2GB,800MHz,Wi-Fi,,Dual Core,Nook,800 x 600,"Excellent condition! Works great! Has screen protector, so no scratches or cracked screens. Reset to factory conditions.",Not Applicable,,"Case/Cover, Extra Charger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,http://www.ebay.com/itm/Digital2-Black-7-Inch-Tablet-No-Power/132005656726?hash=item1ebc267896%3Ag%3AtXcAAOSwA3dYLR3Q,$12.99,Digital2 Black 7 Inch Tablet - No Power,https://i.ebayimg.com/images/g/tXcAAOSwA3dYLR3Q/s-l300.jpg,For parts or not working,,,,,,,,,,,,,Tablet,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,"No power, great physical condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,http://www.ebay.com/itm/Amazon-Kindle-Fire-HD-16GB-Wi-Fi-7in-1280x800-Front-Camera-7-Tablet-Black/132028589976?epid=127573348&hash=item1ebd846798%3Ag%3Au1UAAOSwJ7RYSYNb,$44.98,"Amazon Kindle Fire HD 16GB Wi-Fi 7in 1280x800 Front Camera 7"" Tablet - Black",https://i.ebayimg.com/images/g/u1UAAOSwJ7RYSYNb/s-l300.jpg,Seller refurbished,Amazon,,HD 7 (2nd Generation),,CFU7516,,7in.,7.6in (19.3cm),Wi-Fi,5.4in (13.72cm),16GB,0.4in (1.02cm),Tablet,0.87lb. (0.39kg),0814916018321,,7in (17.78cm),UP to 11hr.,Android,,"3GP, AAC-LC, AAX, AMR-WB, AZW, BMP, DOC, DOCX, GIF, HE-AAC, HTML, JPEG, MIDI, MP3, MP4, OGG, PCM, PDF, PNG, PRC natively, TXT, Unprotected MOBI, VP8, WAV, non-DRM AAC",,Black,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Speakerphone, Touch Screen",Texas Instruments,IPS,Black,"Bluetooth, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",,"Bluetooth, Built-In Front Camera, Color Screen",USB 2.0,,"Micro-HDMI, Micro-USB, Wi-Fi",1GB,,"Micro-HDMI, Micro-USB, Wi-Fi",,Dual Core,Kindle Fire,1280 x 800,CONDITION: VERY GOOD certified preowned condition. This item is previously used and may show signs of minor wear and tear from normal use. Items in very good condition typically have flaws such as light scratches or scuffs on the screen and/or housing. Fully tested to ensure complete functionality and is in 100% working order. Comes complete with all items listed below.,Not Applicable,,,,,,,,,,,,,"With e-books, you can easily download the book you want from the Amazon Kindle e-book store without leaving the comfort of your couch. The Kindle Fire HD X43Z60 combines the functionality of a tablet with the ability to download books directly from the extensive Amazon Kindle inventory of books and content only available on the Kindle. The Kindle Fire HD 7 is a family-friendly device that allows users to stream videos, play games, and access the Internet in addition to using it for reading e-books. The Fire HD has better performance capabilities than previous generations of Kindles. This Kindle Fire is also equipped with a dual-core 1.2 GHz Cortex-A9 CPU and a PowerVR SGX540 GPU. The fast processor in the Kindle is partnered with a TI OMAP 4460 chipset from Texas Instruments. In addition to the higher-performing processor, the Fire HD runs on the Amazon Android OS, v4.0. The Kindle Fire is Wi-Fi enabled, and with the Android OS, you have an efficient browser and can download a wide variety of apps at the Amazon Kindle App store. The 16 GB of integrated storage gives you plenty of room without being full.Whether you are streaming video, reading an e-book, or playing a game on your Kindle Fire, you'll see it clearly on the high-definition display. With its 800 by 1280 pixels and a pixel density of 216 ppi, you will have a gorgeous picture with vivid colors, readable text, crisp images, and fast loading times. Audio comes through clearly via the stereo speakers, or you can plug in your favorite headphones to listen to an MP3. The IPS LCD capacitive touchscreen lets you scroll, swipe, and type with ease on the Fire screen. With the 1.3-megapixel front camera, you can easily capture life's moments or take selfies with your Kindle.Additional features on the Kindle Fire HD model include a micro-HDMI port and a USB port, which is a SlimPort-enabled USB to plug in accessories. The tablet battery lasts an impressive 11 hours, so the whole family can take a turn with the Kindle. The Fire is a convenient size at 7.6 inches by 5.4 inches. It's less than 1/2 inch thick, and it weighs less than a pound, which allows you to take the Kindle with you when you are mobile. With a matte black exterior and sturdy bezels around the display, the Kindle keeps its slim and stylish profile. The Kindle Fire is easy to grip and is comfortable for both a child and an adult to use for extensive periods of time.If you are on the search for a tablet that is easy to use, has numerous functions, and allows you to access the vast Amazon Kindle library, the Fire HD is an excellent option. With the ability to download popular software and apps like Skype, Google Calendar, Facebook, and more, you can use the Fire HD 7 like a tablet as well as an e-reader. The Fire HD has high-definition capabilities, updated technology, and even a camera to suit your needs.",,,,,,,,,,1GB,,,,,,,,Multi-Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,http://www.ebay.com/itm/Acer-Iconia-A200-10g08u-10-1-Inch-Tablet-Titanium-Gray-O27/132030704474?hash=item1ebda4ab5a%3Ag%3AnvAAAOSwux5YTE-D,$93.75,Acer Iconia A200-10g08u 10.1-Inch Tablet (Titanium Gray) O27,https://i.ebayimg.com/images/g/nvAAAOSwux5YTE-D/s-l300.jpg,Used,Acer,,Does not apply,,Does not apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,This item is in good working and cosmetics conditions.,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,http://www.ebay.com/itm/Replacement-Touch-Screen-Assembly-with-Home-Button-for-iPad-2-Black-High-Qual/132041881836?hash=item1ebe4f38ec%3Ag%3AG%7EsAAOSw1BlZOZue,$14.99,Replacement Touch Screen Assembly with Home Button for iPad 2 Black(High Qual...,https://i.ebayimg.com/images/g/G~sAAOSw1BlZOZue/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,http://www.ebay.com/itm/Black-Touch-Screen-Digitizer-Assembly-Home-Button-for-iPad-3-Tape-Adhesive-H/132041884061?hash=item1ebe4f419d%3Ag%3AXZwAAOSwf%7E9ZX-Ia,$14.99,Black Touch Screen Digitizer Assembly Home Button for iPad 3 Tape Adhesive (H...,https://i.ebayimg.com/images/g/XZwAAOSwf~9ZX-Ia/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,688958134918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,http://www.ebay.com/itm/White-Touch-Screen-Digitizer-Assembly-Home-Button-for-iPad-3-Tape-Adhesive-H/132041884101?hash=item1ebe4f41c5%3Ag%3AvyYAAOSw9%7E5ZOZuS,$14.99,White Touch Screen Digitizer Assembly Home Button for iPad 3 Tape Adhesive (H...,https://i.ebayimg.com/images/g/vyYAAOSw9~5ZOZuS/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,688958134734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,http://www.ebay.com/itm/White-Touch-Screen-Digtiizer-Assembly-Home-Button-for-iPad-4-Tape-Adhesive-H/132041885339?hash=item1ebe4f469b%3Ag%3AcFYAAOSw6ShZOZuC,$14.99,White Touch Screen Digtiizer Assembly Home Button for iPad 4 Tape Adhesive (H...,https://i.ebayimg.com/images/g/cFYAAOSw6ShZOZuC/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,688958135014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,http://www.ebay.com/itm/Black-Touch-Screen-Digtiizer-Assembly-Home-Button-for-iPad-4-Tape-Adhesive-H/132041885379?hash=item1ebe4f46c3%3Ag%3AMXIAAOSw-29ZOZuH,$14.99,Black Touch Screen Digtiizer Assembly Home Button for iPad 4 Tape Adhesive (H...,https://i.ebayimg.com/images/g/MXIAAOSw-29ZOZuH/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,688958135007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,http://www.ebay.com/itm/White-Touch-Screen-Digtiizer-Assembly-Home-Button-for-iPad-Air-Tape-Adhesive/132041893395?hash=item1ebe4f6613%3Ag%3ANsoAAOSwqW9ZX-Hn,$17.99,White Touch Screen Digtiizer Assembly Home Button for iPad Air Tape Adhesive(...,https://i.ebayimg.com/images/g/NsoAAOSwqW9ZX-Hn/s-l300.jpg,New,Does not apply,,,,Does not apply,,,,,,,,,,688958135045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,http://www.ebay.com/itm/Apple-iPad-1st-Generation-16GB-Wi-Fi-3G-Unlocked-9-7in-Black-MC349LL-A/132327019998?epid=108789436&hash=item1ecf4e15de%3Ag%3ApO8AAOSwhMFZsd4d,$95.85,"Apple iPad 1st Generation 16GB, Wi-Fi + 3G (Unlocked), 9.7in - Black (MC349LL/A)",https://i.ebayimg.com/images/g/pO8AAOSwhMFZsd4d/s-l300.jpg,Used,Apple,,Wi-Fi + 3G,,MC349LL/A,,9.7in.,0.5in (1.34cm),Wi-Fi + 3G,9.56in (24.28cm),16GB,7.47in (18.97cm),Tablet,1.6lb. (0.73kg),"0885909397921, 0885909405916",Rechargeable Lithium-Polymer,9.7in (24.64cm),UP to 10hr.,iOS,Touch-Screen,"AAC, AAC-LC, AIFF, AVI, Apple Lossless, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX","Mac, PC",Black,"Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Retina Display, Touch Screen, Web Browser",Apple,LED,,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",,,,,Wi-Fi,256MB,,Wi-Fi,,Single Core,iPad 1st Generation,1024 x 768,,Unlocked,,,,,,,,,,,,Docking Station/Port Replicator,"Play music, flash video, games or photos on the Apple iPad MC349LL/A tablet PC while traveling. View flicks or images in crisp and clear quality on the LED-backlit IPS display of this Apple tablet PC. Store enormous amounts of digital media files using the huge storage space in the hard drive of this Apple 3G player. Moreover, the 1 GHz Intel Core Duo processor of this Apple tablet PC handles the latest applications with ease. The option of portrait or landscape orientation, and the 170-degree viewing angle of this Apple 3G player allow you to view images as per your convenience. Enjoy super-fast data transfer speeds with the Wi-Fi and 3G connectivity in the Apple iPad MC349LL/A tablet PC.",Apple A4,,,,,,,"Bluetooth, Integrated Wireless LAN","Headphones, Speaker(s)",256MB,,,,,,,,Multi-Touch,,Microphone,4/3/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,http://www.ebay.com/itm/Verizon-Ellipsis-QMV7B-7-Android-Tablet-WiFi-4G-Cracked-Issues-ESN-IME-17358/132328077748?hash=item1ecf5e39b4%3Ag%3AgJAAAOSwYVBZuXR4,$14.99,"Verizon Ellipsis QMV7B--7"" Android Tablet WiFi + 4G Cracked Issues ESN/IME 17358",https://i.ebayimg.com/images/g/gJAAAOSwYVBZuXR4/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,884430000195,,,,,,,,,,,,,,,,,,,,,,,,,,The Tablet is being sold for parts or repair because the power button is damaged and we can not turn on the Tablet. Sold AS IS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
