,ItemLink,Price,Name,Image,Condition,Brand,UPC,MPN,EAN,Hardware Connectivity,Exterior Color,Type,Processor Manufacturer,Resolution,Rear Camera Resolution,Screen Size,Installed RAM,Processor,Expandability,RAM,Expansion Ports,PC Interface,Height,Internet Connectivity,Width,Carrier,Depth,Storage Capacity,Weight,Processor Speed,Special Features,Product Information,Model,Product Line,Color,Display Size,Contract,Operating System,Features,Battery Run Time,Bundle Listing,Seller Notes,Front Camera Resolution,Audio Input,Audio Output,Battery Technology,Platform,Display Tech,Wireless capabilities,Input Method,Release Date,Supported File Types,Country/Region of Manufacture,Touch Screen Technology,Processor Type,RAM Technology,Max Supported RAM,Networking Type,Interface,Category,Model Number,Manufacturer,Installed Cache Memory,Installed Video Memory,Data Link Protocol,Max. Video Resolution,Hard Drive Capacity,Cosmetic condition,No accessories,Charger and cable,Original box,Bundled Items,Bus Speed,Analog Modulation Protocol,Graphic Processor,Processor Cores,Tablet Type,Graphic Card,Capacity,Tablet Color
10,http://www.ebay.com/itm/Samsung-Galaxy-Note-2014-Edition-SM-P600-32GB-Wi-Fi-10-1in-Black-Save/132333437037?epid=170413797&hash=item1ecfb0006d%3Ag%3AxXkAAOSwuOxZwAWW,$225.00,Samsung Galaxy Note 2014 Edition SM-P600 32GB Wi-Fi 10.1in - Black **Save $**,https://i.ebayimg.com/images/g/xXkAAOSwuOxZwAWW/s-l300.jpg,Used,Samsung,0887276965505,SM-P6000ZKVXAR,,"Micro-USB, Wi-Fi",Black,Tablet,Samsung,2560 x 1600,8 Megapixel,10.1in.,3GB,Quad Core,microSDXC,3GB,Micro-SD,"Micro-USB, Wi-Fi",6.8in (17.27cm),Wi-Fi,9.57in (24.31cm),Not Applicable,0.3in (0.76cm),32GB,1.18lb. (0.53kg),,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen","easy Tasking In One Viewmulti Window Multi Window Lets You View Multiple Applications Simultaneously, Which You Can Move Around And Re-size. It Provides The Most Freeform And Flexible Interface For Flawless Multitasking, Suitable For Even The Most Task-heavy Users. Cascade View Offers A Flow Patterned View Of Multiple Applications (up To 16) Adjusting To Your Daily Tasks For Flawless Apps Management. Dual View Allows Two Main Apps To Be Viewed Side-by-side Vertically Or Horizontally-- Also Resizable. Search The Web While Jotting Down Your Notes, Check Email While Watching A Video, Continue Working On Your Docs While Fielding Calls -- Your Productivity Is Sky High.",SM-P600,Internet Tablet,Black,10.1in (25.65cm),Without Contract,Android,,UP to 9hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,http://www.ebay.com/itm/Amazon-Fire-HD-7-Kids-Edition-5th-Generation-16GB-Wi-Fi-7in-Blue/132333593992?hash=item1ecfb26588%3Ag%3AOyUAAOSwn-lZcPRk,$94.99,"Amazon Fire HD 7 Kids Edition (5th Generation) 16GB, Wi-Fi, 7in - Blue",https://i.ebayimg.com/images/g/OyUAAOSwn-lZcPRk/s-l300.jpg,New,Amazon,848719057195,Does Not Apply,,,,Tablet,,,,"7""",,,,,,,,Wi-Fi,,,,16GB,,,,,,fire hd,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,http://www.ebay.com/itm/RCA-RCT6973W43-Voyager-III-RCA-7-16GB-Tablet-Android-Dual-Camera/132311570400?epid=871111714&hash=item1ece6257e0%3Ag%3AicAAAOSwpONZV%7EnZ,$44.99,"RCA RCT6973W43 Voyager III RCA 7"" 16GB Tablet Android Dual Camera ",https://i.ebayimg.com/images/g/icAAAOSwpONZV~nZ/s-l300.jpg,New other (see details),RCA,062118697305,RCT6973W43,,,,Tablet,,1024 x 600,,"7""",,Quad Core,,1GB,,,,,,,,16GB,,1.30GHz,,,,Voyager,Black,,,"Android 6.0, Marshmallow",,,,"BRAND NEW OPENED BOX. Never used, contents sealed.",,RCA,,,Android,,,Camera,,,,,,,,,Camera,,,,,,,,,,,,,,,,,,,,,
13,http://www.ebay.com/itm/RCA-Viking-Pro-10-1-2-in-1-Tablet-32GB-Quad-Core-Android-6-0-Silver/132316157552?epid=219508615&hash=item1ecea85670%3Ag%3AAfoAAOSwjoFZq0F2,$79.99,"RCA Viking Pro 10.1"" 2-in-1 Tablet 32GB Quad Core Android 6.0 Silver",https://i.ebayimg.com/images/g/AfoAAOSwjoFZq0F2/s-l300.jpg,Seller refurbished,RCA,0062118630319,RCT6K03W13H1,,"Micro-USB, Wi-Fi",,Tablet,,1280 x 800,,10.1in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",10.2 Channelin (25.91cm),Wi-Fi,6.5in (16.51cm),Not Applicable,0.39in (0.99cm),32GB,2 Channel.29lb (1.03kg),,,"The RCA Viking Pro is a useful device driven by a robust 1.3 GHz processor and running on Android platform. The tablet is equipped with 32 GB memory storage. It also features a convenient 10.1-inch display that provides clear visuals. This RCA tablet supports Wi-Fi connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the RCA device has a built-in camera. Its weight is 3.1 lbs. The product is available in grey.",Viking Pro 10,Viking Pro,Charcoal,,,Android,,,,SHOWS SIGNS OF USE. All standard accessories included. Item works perfectly.The product may be re-packaged...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,http://www.ebay.com/itm/All-New-Fire-HD-8-Tablet-with-Alexa-8-HD-Display-16-GB-Canary-Yellow/132324649762?hash=item1ecf29eb22%3Ag%3AwIMAAOSw%7E4NZtX7a,$65.90,"All-New Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Canary Yellow",https://i.ebayimg.com/images/g/wIMAAOSw~4NZtX7a/s-l300.jpg,New,Amazon,841667123851,53005682,0841667123851,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,Marine Blue,,,,,,,,,,,,,,,,,,,,,,,,,Tablets,SX034QT,Amazon,,,,,,,,,,,,,,,,,,
15,http://www.ebay.com/itm/Amazon-Fire-HD-7-Kids-Edition-5th-Generation-8GB-Wi-Fi-7in-Pink/132333595209?epid=203905410&hash=item1ecfb26a49%3Ag%3A-2oAAOSwPhdU4gcU,$69.99,"Amazon Fire HD 7 Kids Edition (5th Generation) 8GB, Wi-Fi, 7in - Pink",https://i.ebayimg.com/00/s/MTg0WDI1Mg==/z/-2oAAOSwPhdU4gcU/$_35.JPG?set_id=89040003C1,New,Amazon,0848719052169,B00LORDAMI,,"Micro-USB, Wi-Fi",Pink,Tablet,MediaTek,1280 x 800,2 Channel Megapixel,7in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",8.4in (21.34cm),Wi-Fi,6in (15.24cm),Not Applicable,1.1in (2.79cm),8GB,0.936lb. (0.42kg),1.5GHz,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen","The Amazon Kindle Fire HD 7 Kids Edition in pink is equipped with a 7-inch HD display with Dolby Audio to enhance your audio-visual experience. Its kid-proof design features a Gorilla Glass display, making it suitable for children above 3 years. Equipped with a quad-core processor, it ensures fast processing. This device comes with an 8 GB storage capacity that can be expanded up to 128 GB via a microSD slot. in addition, its 2 MP rear-facing camera captures quality photographs and its front-facing camera allows you to make video calls. With its Wi-Fi connectivity, you get a convenient access to the Internet. Furthermore, with 7 hours of run time on a single battery charge, this child-friendly tablet can be used for a long duration.",HD 7 Kids Edition (5th Generation),Fire,Pink,7in (17.78cm),,Fire OS,,UP to 8hr.,,,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,http://www.ebay.com/itm/Amazon-Fire-7-Kids-Edition-7th-Generation-16GB-7In-Yellow/132333595654?hash=item1ecfb26c06%3Ag%3A2UcAAOSwPXdZcPx9,$94.99,"Amazon Fire 7 Kids Edition (7th Generation) 16GB, 7In - Yellow",https://i.ebayimg.com/images/g/2UcAAOSwPXdZcPx9/s-l300.jpg,New,Amazon,848719057201,Does Not Apply,,,,Tablet,,,,"7""",,,,,,,,,,,,16GB,,,,,,fire,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,http://www.ebay.com/itm/Amazon-Fire-HD-7-4th-Generation-16GB-Wi-Fi-7in-Black/132333598183?epid=216933227&hash=item1ecfb275e7%3Ag%3Ay%7E4AAOSwxXBZek83,$94.99,"Amazon Fire HD 7 (4th Generation) 16GB, Wi-Fi, 7in - Black",https://i.ebayimg.com/images/g/y~4AAOSwxXBZek83/s-l300.jpg,New,Amazon,"0848719039924, 0848719044973",53-002841,,"Micro-USB, Wi-Fi",Black,Tablet,MediaTek,1280 x 800,2 Channel Megapixel,7in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",7.6in (19.3cm),Wi-Fi,5.4in (13.72cm),Not Applicable,0.4in (1.02cm),16GB,0.74lb. (0.33kg),1.5GHz,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen","The Amazon Fire HD 7 Tablet is a useful device driven by a robust quad-core processor. This tablet is equipped with 16 GB of memory storage. It also features a convenient 7-inch display that provides clear visuals. This Amazon tablet supports Wi-Fi connectivity providing users with convenient wireless access to check e-mails, stream videos, or browse the Internet. This device runs on Android and is available in black.",HD 7 (4th Generation),Fire,Black,7in (17.78cm),,Android,,UP to 8hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,http://www.ebay.com/itm/Amazon-Fire-HD-7-4th-Generation-16GB-Wi-Fi-7in-White/132333598653?epid=203880937&hash=item1ecfb277bd%3Ag%3AoLYAAOSwyjBW8XK%7E,$84.99,"Amazon Fire HD 7 (4th Generation) 16GB, Wi-Fi, 7in - White",https://i.ebayimg.com/00/s/NTAwWDUwMA==/z/oLYAAOSwyjBW8XK~/$_35.JPG?set_id=89040003C1,New,Amazon,0848719039917,53-002669,,"Micro-USB, Wi-Fi",White,Tablet,MediaTek,1280 x 800,2 Channel Megapixel,7in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",7.6in (19.3cm),Wi-Fi,5.4in (13.72cm),Not Applicable,0.4in (1.02cm),16GB,0.74lb. (0.33kg),1.5GHz,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen","The Amazon Kindle Fire HD 7 has an integrated memory of 16 GB that makes storing user data and downloaded content an easy task. It runs on the Android operating system and offers a variety of handy features. This 7-inch tablet is powered by a Mediatek quad-core processor with a clock speed of 1.5 GHz. Additionally, it has built-in front and rear cameras that allow you to capture quality photographs. What's more, this white tablet supports Bluetooth and Wi-Fi connectivity.",HD 7 (4th Generation),Fire,White,7in (17.78cm),,Fire OS,,UP to 8hr.,,,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,http://www.ebay.com/itm/Amazon-Fire-HD-6-16GB-Wi-Fi-6inch-Black/132333600115?epid=203880957&hash=item1ecfb27d73%3Ag%3AVVgAAOSwpDdU4gaU,$79.99,"Amazon Fire HD 6 16GB, Wi-Fi, 6inch - Black",https://i.ebayimg.com/00/s/NDMyWDM1MA==/z/VVgAAOSwpDdU4gaU/$_35.JPG?set_id=89040003C1,New,Amazon,"0848719045604, 0848719045611",53-000779,,"Micro-USB, Wi-Fi",Black,Tablet,ARM,1280 x 800,2 Channel Megapixel,6in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",4.1in (10.41cm),Wi-Fi,6.7in (17.02cm),Not Applicable,0.4in (1.02cm),8GB,0.639lb. (0.29kg),1.5GHz,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Email, Touch Screen","Whether you love reading books, watching movies, or playing simple games curled up in the warmth of your bed, Amazon offers you a way to achieve all of those goals with a single device, the Kindle Fire HD 6 tablet. The Fire HD 6 in black has a convenient size. It's small and sturdy enough for kids to use but powerful enough for adults to enjoy, making the Amazon Kindle Fire HD 6 a great option for the whole family. This tablet measures 6.65 inches tall and 4.05 inches wide and is less than a half of an inch thick. Weighing just over 10 ounces, the Fire HD 6 is easy to hold and convenient to take on the go. The Corning Gorilla Glass screen prevents scratches and cracks to the screen. With its microUSB port and standard headphone jack, you can plug in multiple accessories, and with its Bluetooth capability, you can even use wireless headphones. The battery lasts up to eight hours when in use, so you won't have to be tied to an outlet while you are trying to use it. What's on the inside of the Kindle may be even more impressive than what is on the outside. This Fire has a dual 1.2GHz processor and two 1.5GHz CPUs, creating a quad-core setup that is then paired with 1GB of RAM. This ensures fast responses even with multiple functions running. The 8GB of integrated storage will ensure that you have plenty of room for books, pictures, and your favorite apps. If you do desire more space, Amazon offers unlimited Cloud storage. The Android OS v.4.4 KitKat operating system is laid out with convenient shortcuts to games, books, applications, and more. The home screen is made to be simple and easy to navigate. There is also access to the Amazon Kindle App store, so you can download new books and more with ease. With Wi-Fi 802.11 b/g/n WLAN connectivity, you can enjoy all of your materials, download new apps, surf the internet, and check your email when you are on the go.The 6-inch display on the HD 6 tablet has a 1280 x 800 native resolution, which ensures colors are amazingly vivid and movement is beautifully sharp for pictures, websites, and even streaming videos. If you are reading a book, text and type is easy to read. Audio comes through a single speaker and lines up perfectly with the video. Photographers will love the two built-in cameras. The primary camera is a 2-megapixel, rear-facing style that takes clear pictures and 1080p video. The secondary camera is a front-facing VGA, which is great for fun selfies and group shots. If you are seeking a fun, easy-to-use tablet, the Kindle Fire HD 6 is an excellent option. With its lightning-fast speeds, this is a device that delivers fantastic performance. Since its debut, the Kindle has been known for its versatility, functionality, and durability, and this black Amazon Fire HD 6 fourth-generation 8GB device continues that trend.",HD 6 (4th Generation),Fire,Black,6in (15.24cm),,Fire OS,,UP to 8hr.,,,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,http://www.ebay.com/itm/Samsung-Galaxy-Tab-S2-SM-T817T-32GB-Wi-Fi-4G-T-Mobile-Black-w-Keyboard/132333712185?epid=219498032&hash=item1ecfb43339%3Ag%3At48AAOSw3yxZmfNz,$167.00,"Samsung Galaxy Tab S2 SM-T817T 32GB, Wi-Fi + 4G (T-Mobile) - Black w/ Keyboard!",https://i.ebayimg.com/images/g/t48AAOSw3yxZmfNz/s-l300.jpg,Used,Samsung,0610214641755,SM-T817TZKATMB,,"Micro-USB, Wi-Fi",Black,Tablet,,2048 x 1536,,9.7in.,3GB,Octa Core,,3GB,,"Micro-USB, Wi-Fi",9.34in (23.72cm),Wi-Fi + 4G,6.65in (16.89cm),T-Mobile,0.22in (0.56cm),32GB,0.83lb. (0.37kg),,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen","The Samsung Galaxy Tab S2 is a useful device driven by a robust 1.9 GHz processor and running on Android platform. The tablet is equipped with 32 GB memory storage. It also features a convenient 9.7-inch display that provides clear visuals. This T-Mobile tablet supports Wi-Fi + 4G connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the Samsung device has a built-in camera. Its weight is 0.83 lbs. The product is available in black.",SM-T817T,Galaxy Tab S2,Black,,,Android,,,,Cracked Screen and with half of the LCD Damaged on the screen. Works other than that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,http://www.ebay.com/itm/Microsoft-Surface-Pro-4-128GB-Wi-Fi-12-3in-Silver-Intel-Core-i5-4-GB-RAM/132333745831?epid=218199051&hash=item1ecfb4b6a7%3Ag%3A11MAAOSwC%7EdZwGPO,$570.00,"Microsoft Surface Pro 4 128GB, Wi-Fi, 12.3in - Silver (Intel Core i5 - 4 GB RAM)",https://i.ebayimg.com/images/g/11MAAOSwC~dZwGPO/s-l300.jpg,Used,Microsoft,0889842014259,CR5-00001,,"USB, Wi-Fi",Silver,Tablet,Intel,2736 x 1824,8 Megapixel,12.3in.,4GB,Dual Core,microSD,4GB,,"USB, Wi-Fi",7.93in (20.14cm),Wi-Fi,11.5in (29.21cm),Not Applicable,0.33in (0.84cm),128GB,1.73lb. (0.78kg),,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, HD","Powerful and portable, this lightweight and convenient Microsoft Surface tablet offers you the connectivity of a computer. Easily access your favorite online recipes and download a shopping list to take with you to the grocery store. A massive 128 GB storage capacity rivals some laptops on the market and can safely store hours of digital media while still leaving room for thousands of photos. Featuring Windows 10, this tablet is able to keep up with the latest apps without crashing or draining the battery. The generous 12.3 in / 31.2 cm screen size and excellent resolution make for comfortable reading of a variety of digital publications as well as clear viewing of photos and videos. Enjoy HD reading of a selection of publications, clear viewing of TV and movies, and comfortable web surfing on this screen, which offers 2736 x 1824 pixel resolution. This convenient tablet features a 5 MP front camera for making video calls or taking self-portraits and videos. This tablet is Wi-Fi enabled, so you don’t always have to be at stuck at home to download eBooks.",4,Surface Pro,Silver,12.3in (31.24cm),,"Windows 10, Windows 10 Pro",,UP to 9hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,http://www.ebay.com/itm/Visual-Land-Prestige-Elite-7QL-7-Tablet-with-Safety-bumper-16GB-Blue/132333782817?hash=item1ecfb54721%3Ag%3A-WoAAOSw1OdZwHQK,$39.99,"Visual Land - Prestige Elite 7QL 7"" Tablet with Safety bumper 16GB  Blue",https://i.ebayimg.com/images/g/-WoAAOSw1OdZwHQK/s-l300.jpg,Used,Visual Land,828063417791,Does Not Apply,,,Blue,Tablet,,1024 x 600,,"7""",,Quad Core,,1GB,,,,Wi-Fi,,,,16GB,,1.20GHz,,,,,Blue,,Not Applicable,,,,,SHOWS LIGHT SIGNS OF USE. All standard accessories included. Item works perfectly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,http://www.ebay.com/itm/Apple-iPad-Air-MD789LL-B-32GB-Wi-Fi-Silver-NEW-IN-BOX/132334270348?hash=item1ecfbcb78c%3Ag%3Al3wAAOSwc-tY6B3m,$359.99,"Apple iPad Air - MD789LL/B (32GB, Wi-Fi, Silver) - NEW IN BOX",https://i.ebayimg.com/images/g/l3wAAOSwc-tY6B3m/s-l300.jpg,New,Apple,Does not apply,Does Not Apply,,,,Tablet,,,,,,,,,,,,,,,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,http://www.ebay.com/itm/Apple-iPad-Air-2-16GB-Wi-Fi-Gold-Barely-Used/132334643995?epid=204351566&hash=item1ecfc26b1b%3Ag%3AARUAAOSwuZlZwXSq,$299.00,"Apple iPad Air 2 16GB, Wi-Fi Gold - Barely Used",https://i.ebayimg.com/images/g/ARUAAOSwuZlZwXSq/s-l300.jpg,Used,Apple,0888462036474,MH0W2LL/A,,"USB, Wi-Fi",Gold,Tablet,Apple,2048 x 1536,8 Megapixel,9.7in.,2 ChannelGB,,,2GB,"Bluetooth, Lightning connector","USB, Wi-Fi",0.24in (0.61cm),Wi-Fi,9.4in (24cm),Not Applicable,6.6in (16.95cm),16GB,0.96lb. (0.437kg),1.5GHz,"Bluetooth, Built-In Front Camera, Built-In Rear Camera, Fingerprint Sensor, HD, Retina Display, Touch Screen","The Apple iPad Air 2 16GB is a premium touch-screen tablet with 2 GB RAM and a 1.5 GHz processor. Featuring a 9.7-inch screen with a maximum resolution of 2048 x 1536, the picture quality is always of the highest quality. Wi-Fi and USB connectivity come as standard, allowing you to easily connect to the internet and charge the device.",Wi-Fi,iPad Air 2,Gold,9.7in (24.64cm),,iOS,"Backlight, Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Color Screen",UP to 10hr.,,LIKE NEW - iPad has only been used a few times.,1.2 Channel Megapixel,Line In (3.5mm),Speaker(s),Rechargeable Lithium-Polymer,"Mac, PC",LED-backlit Multi-Touch with IPS,dual channel  (2.4GHz and 5GHz) and MIMO,"Camera, Touch-Screen",10/16/2014,".ics, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, PCM, WAV",,Multi-Touch,Apple A8X,,,,,,,,,,,,,,,,,,,,,,,,,
25,http://www.ebay.com/itm/Amazon-Fire-HD-7-4th-Generation-16GB-Wi-Fi-7in-Kindle-SQ46CW-Tested-Black/132334804575?epid=203803371&hash=item1ecfc4de5f%3Ag%3AsmcAAOSw1HxZwbmN,$34.99,"Amazon Fire HD 7 (4th Generation) 16GB, Wi-Fi, 7in  Kindle SQ46CW - Tested Black",https://i.ebayimg.com/images/g/smcAAOSw1HxZwbmN/s-l300.jpg,Used,Amazon,,SQ46CW,,"Micro-USB, Wi-Fi",Citron,Tablet,MediaTek,1280 x 800,2 Channel Megapixel,7in.,1GB,Quad Core,,1GB,,"Micro-USB, Wi-Fi",7.5in (19.05cm),Wi-Fi,5in (12.7cm),Not Applicable,0.4in (1.02cm),16GB,0.74lb. (0.33kg),1.5GHz,"Built-In Rear Camera, HD, Media Player, Touch Screen","The Amazon Kindle Fire HD 7 has an integrated memory of 16 GB that makes storing data and downloaded content an easy task. It runs on Android and offers a variety of handy features. This 7-inch tablet is powered by a Mediatek quad-core processor with a clock speed of 1.5 GHz. Additionally, its 2 MP built-in camera allows you to capture quality photographs. This Amazon device is available in citron.",HD 7 (4th Generation),Fire,Yellow,7in (17.78cm),,Fire OS,,UP to 8hr.,,,,,,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-SM-T280-8GB-Wi-Fi-7in-White-Tablet-Works-Great/132334812525?epid=232006300&hash=item1ecfc4fd6d%3Ag%3Af7YAAOSwXedZwb3B,$61.99,"Samsung Galaxy Tab A SM-T280 8GB, Wi-Fi, 7in - White Tablet Works Great",https://i.ebayimg.com/images/g/f7YAAOSwXedZwb3B/s-l300.jpg,Used,Samsung,0887276149639,SM-T280NZWAXAR,,Micro-USB,White,Tablet,,1280 x 800,5 Megapixel,7in.,,Quad Core,microSD,,,Micro-USB,,Wi-Fi,,Not Applicable,,8GB,0.61lb. (0.27kg),,,,SM-T280,Galaxy Tab A,White,7in (17.78cm),,Android,,UP to 11hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,http://www.ebay.com/itm/Samsung-Galaxy-Tab-A-SM-T357T-16GB-Wi-Fi-4G-T-Mobile-8in-Tablet/132334817223?epid=218466008&hash=item1ecfc50fc7%3Ag%3ARUUAAOSwfCZZwcAn,$109.99,"Samsung Galaxy Tab A SM-T357T 16GB, Wi-Fi + 4G (T-Mobile), 8in - Tablet",https://i.ebayimg.com/images/g/RUUAAOSwfCZZwcAn/s-l300.jpg,Used,Samsung,0887276084541,SM-T357TZAATMB,,"Micro-USB, Wi-Fi",Smoky Titanium,Tablet,,1024 x 768,5 Megapixel,8in.,2 ChannelGB,Octa Core,microSD,2GB,,"Micro-USB, Wi-Fi",8.2 Channelin (20.83cm),Wi-Fi + 4G,5.43in (13.79cm),T-Mobile,0.29in (0.74cm),16GB,0.71lb. (0.32kg),,"Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen","The Samsung Galaxy Tab A is a useful device driven by a robust 1.2 GHz processor and running on Android platform. The tablet is equipped with 16 GB memory storage. It also features a convenient 8-inch display that provides clear visuals. This T-Mobile tablet supports Wi-Fi + 4G connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the Samsung device has a built-in camera. Its weight is 0.7 lbs. The product is available in smoky titanium.",SM-T357T,Galaxy Tab A,Silver,8in (20.32cm),,Android,,UP to 13hr.,,,2 Channel Megapixel,,,Lithium ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,http://www.ebay.com/itm/Amazon-Kindle-D00701-2GB-2nd-Gen-Whaite-color-WiFi-3G-Good-condition/132334849200?hash=item1ecfc58cb0%3Ag%3AnmwAAOSwgEFZwcus,$37.99,Amazon Kindle D00701 2GB 2nd Gen Whaite color WiFi + 3G  Good condition,https://i.ebayimg.com/images/g/nmwAAOSwgEFZwcus/s-l300.jpg,Used,Amazon,,,,,,eBook Reader,,,,,,,,2GB,,,,3G,,Unlocked,,2GB,,,,,,kindle 2,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,http://www.ebay.com/itm/New-Lillypad-Junior-Android-Tablet-by-Palmer-Axe/132334957872?hash=item1ecfc73530%3Ag%3AUhUAAOSwI4BZuCyf,$49.99,New Lillypad Junior Android Tablet by Palmer & Axe,https://i.ebayimg.com/images/g/UhUAAOSwI4BZuCyf/s-l300.jpg,New other (see details),Lillypad Junior,Does not apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,http://www.ebay.com/itm/Apple-iPad-MD365LL-A-3rd-Gen-64GB-Wi-Fi-Cellular-Verizon-Unlocked-9-7in-White/132335572851?epid=109350367&hash=item1ecfd09773%3Ag%3AHjoAAOSwjaRZwrfD,$227.95,Apple iPad MD365LL/A 3rd Gen 64GB Wi-Fi + Cellular Verizon Unlocked 9.7in White,https://i.ebayimg.com/images/g/HjoAAOSwjaRZwrfD/s-l300.jpg,Used,Apple,"0885909554058, 0885909557639, 0899794013019",MD365LL/A,,"Micro-USB, Wi-Fi",White,Tablet,Apple,2048 x 1536,5 Megapixel,9.7in.,512MB,Dual Core,,512MB,,"Micro-USB, Wi-Fi",0.37in (0.94cm),Wi-Fi + Cellular,9.5in (24.12cm),Verizon,7.31in (18.57cm),64GB,1.46lb. (0.662kg),,"HD, Retina Display","Sharp, smart, and portable, this third-generation white Apple iPad is Bluetooth enabled. The Retina Display, with 2048 x 1536 resolution, has more than four times the number of pixels as the iPad 2 and 44 percent greater color saturation. A 5 MP iSight camera, with backside illumination sensor, offers exceptional photos, as well as the ability to take 1080p HD videos. The Apple iPad 3rd Generation 64GB, Wi-Fi + Cellular (Verizon) with ultrafast 4G LTE wireless technology gives you the chance to surf the web at rapid speeds. Quad-core graphics powers the 3.1 million pixels contained in the 9.7-inch display.",Wi-Fi + Cellular,iPad 3rd Generation,White,9.7in (24.64cm),Without Contract,iOS,,UP to 10hr.,,,0.3 Megapixel,"30-Pin dock connector, Line In (3.5mm), Microphone","Headphones, Speaker(s)",Rechargeable Lithium-Polymer,"Mac, PC",Retina Display,"Bluetooth 4.0, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",Touch-Screen,3/15/2012,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",,Multi-Touch,Apple A5X,DDR2 SDRAM,,"4G, Bluetooth, Integrated Wireless LAN",,,,,1024 KB,35MB,LTE,1280 x 720,,,,,,,,,,,,,,
