,ItemLink,Price,Name,Image,Condition,Brand,Features,MPN,Processor Speed,Product Line,Resolution,Screen Size,Processor,Storage Capacity,RAM,Color,Type,Internet Connectivity,Exterior Color,UPC,Seller Notes,Processor Manufacturer,Hardware Connectivity,Rear Camera Resolution,Installed RAM,Expandability,Carrier,Expansion Ports,PC Interface,Height,Width,Depth,Weight,Battery Run Time,Product Information,Special Features,Model,Display Size,Operating System,Platform,Input Method,Bundle Listing,Contract,Display Tech,Touch Screen Technology,Front Camera Resolution,Wireless capabilities,Audio Input,Audio Output,Battery Technology,Supported File Types,Release Date,Processor Type,Max. Video Resolution,Networking Type,Country/Region of Manufacture,Bundled Items,Max Supported RAM,Interface,Hard Drive Capacity,Data Link Protocol,Plug,Plug Adaptor,EAN,Graphic Processor,RAM Technology,Cosmetic condition,Connectivity,test,Custom3,ROM,Number of Cores,Max Resolution,PID,Manufacturer,Resolution (pixels),No accessories,Memory,Size,ISBN,Colour,Display Color Support,Storage Controller Type,Installed Cache Memory,Installed Video Memory,Original box,Charger and cable,Compatible Model,Compatible Brand,ScreenSize,Model Number,Included,Headphones,Item shape,Alexa Enabled,Camera,Battery Life,Material,Manufacturer Part Number,Processor Number,Graphics
232,http://www.ebay.com/itm/Near-Mint-Apple-iPad-3-3rd-32GB-Wi-Fi-4G-Cellular-Verizon-Also-GSM-Unlocked/142362238484?hash=item2125735e14%3Ag%3AU%7EYAAOSw53NY%7E-fY,$160.00,Near Mint Apple iPad 3 3rd 32GB Wi-Fi + 4G Cellular Verizon (Also GSM Unlocked),https://i.ebayimg.com/images/g/U~YAAOSw53NY~-fY/s-l300.jpg,Used,Apple,,,,iPad 3rd Generation,,"9.7""",,32GB,,Silver,Tablet,Wi-Fi + 4G,,Does not apply,"A device listed in near mint used cosmetic condition with light blemishes from use. Housing & backing shows light usage . All devices sold by our company have been fully tested, clear ESN, guaranteed to function correctly.",,USB,,,,Unlocked,,,,,,,,,,,,iOS,,,,Without Contract,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi + 4G,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,http://www.ebay.com/itm/Apple-iPad-3-3rd-64GB-Wi-Fi-Tablet-9-7-inch-GOOD-CONDTION/142431490933?hash=item2129941375%3Ag%3ABy4AAOSwjvJZVr0X,$134.00, Apple iPad 3 3rd  64GB Wi-Fi Tablet 9.7 inch GOOD CONDTION,https://i.ebayimg.com/images/g/By4AAOSwjvJZVr0X/s-l300.jpg,Used,Apple,,,,iPad 3rd Generation,,"9.7""",,64GB,,Silver,Tablet,,,Does not apply,This TAB is in good condition with minor scratches on the housing or screen (does not affect visibility when device is powered on). Phone tested 100% fully functional with a clean ESN.,,USB,,,,,,,,,,,,,,,,iOS,,,,Without Contract,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,http://www.ebay.com/itm/TABLET-PHONE-MAXWEST-ASTRO-PHALET-9-1GB-RAM-16GB-9INCH-CAM-5-2MP-WHITE-GOLD/142446736233?epid=24004270019&hash=item212a7cb369%3Ag%3AtOUAAOSwa%7EhZZ5Ys,$119.99,TABLET PHONE MAXWEST ASTRO PHALET 9 1GB RAM 16GB. 9INCH CAM  5-2MP.WHITE GOLD ,https://i.ebayimg.com/images/g/tOUAAOSwa~hZZ5Ys/s-l300.jpg,New,MAXWET,,Does Not Apply,,,,9in.,Quad Core,16GB,1GB,WHITE-GOLD,,,,765857703176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,http://www.ebay.com/itm/Sprout-Channel-Cubby-7-Tablet-16GB/142486668269?epid=1734501175&hash=item212cde03ed%3Ag%3ArosAAOSwm2xZoGrV,$84.02,"Sprout Channel Cubby 7"" Tablet 16GB",https://i.ebayimg.com/images/g/rosAAOSwm2xZoGrV/s-l300.jpg,New,Sprout Channel,,CUBBY,,,,,,,,,,,,817707015646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,http://www.ebay.com/itm/Barnes-Noble-Nook-Color-8GB-Wi-Fi-7in-Black/142486908115?epid=108771611&hash=item212ce1acd3%3Ag%3A6YgAAOSwDehZoLzB,$44.99,"Barnes & Noble Nook Color 8GB, Wi-Fi, 7in - Black",https://i.ebayimg.com/images/g/6YgAAOSwDehZoLzB/s-l300.jpg,Used,Barnes & Noble,,BNRV200,800MHz,Nook,1024 x 600,7in.,Single Core,8GB,512MB,Black,eBook Reader,Wi-Fi,Black,9781400532650,Excellent.  Like new condition,ARM,Micro-USB,5 Megapixel,512MB,microSD,Not Applicable,USB 2.0,Micro-USB,8.1in (20.5cm),5in (12.7cm),0.48in (1.2cm),0.98lb. (0.44kg),UP to 8hr.,"Take the latest bestsellers along for the ride wherever you go with the Barnes and Noble NOOK Color. This 8 GB NOOK Color (BNRV200) features built-in Wi-Fi so that you can connect to the internet on the fly and download your favorite books with ease. The unit's 7-inch screen offers a large viewing surface, making it easier to see the text, and the screen features vibrant colors for the best user experience. With 8 gigabytes of memory, you can store up to 5,000 electronic books, building a library that travels wherever you do. The Nook Color's long-lasting battery offers up to eight hours of usage, so you can use it all day long without stopping for a charge. The NOOK Reading App and other apps allow you to choose from millions of eBooks, audiobooks, and magazines to download and read immediately. The Barnes and Noble website provides recommendations if you're at a loss as to what to read next. Browse through chapters and articles for free until you find one that suits your mood. One of the notable features of this e-reader with touchscreen display is the ability to transfer eBooks saved as PDFs from your computer (with a USB connection) to your NOOK. You'll never be uninformed again with this tool to keep you up to date. With 16 million colors and a built-in mono speaker, it offers a superior entertainment and educational experience. The NOOK Color eReader provides many options. Your Nook mobile device recognizes several gestures that allow you to read, rate, and share content. You can use double tap, press and hold, swipe, scroll, drag, lift, and pinch as you use the many features available to you on this eReader. Tap the NOOK button on the lower front panel to show the Quick Nav Bar for easy access to NOOK functions. The status bar at the very bottom displays your wireless connection, battery indicator, and time for your convenience. The NOOK LCD screen display provides a convenient way to read content in the daylight or the dark. It even supports the AAC, MP3, MP4, or Adobe Flash Player format video formats. Downloading electronic publications is easy, and 'magazine reading is simple as well. Accessories include the power charger. You can install a microSD memory card in a NOOK Color. This allows you to add up to 64 GB of memory. You can even transform it into an Android tablet, comparable with the hardware in the Samsung Galaxy Tab. More memory allows you to search for more Barnes and Noble NOOK books, periodicals, music, and even personal files. MicroSD memory cards contain about 1,000 books per gigabyte. Give a NOOK tablet as a gift that continues to give to a loved one, or buy a tablet for yourself as a treat. Re-read a favorite NOOK book and continue to find new ones with this terrific eReader. Electronics always make a fabulous gift for holidays or special occasions.",Speakerphone,Color,7in (17.78cm),Android,,Touch-Screen,Yes,,VividView,Multi-Touch,,"WLAN 802.11b, WLAN 802.11g, WLAN 802.11n",,"Headphones, Speaker(s)",Lithium ion,"BMP, DOCX, GIF, JPG, MP3, PNG",,,,,,,,,,,,,,,,Excellent,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
237,http://www.ebay.com/itm/iPad-Mini-2-ME280LL-A-WiFi-32GB-Silver-Used-Lines-on-Screen/142488108409?epid=172858371&hash=item212cf3fd79%3Ag%3AJ7oAAOSwcXpZomtw,$139.99,iPad Mini 2 ME280LL/A WiFi 32GB Silver - Used - Lines on Screen,https://i.ebayimg.com/images/g/J7oAAOSwcXpZomtw/s-l300.jpg,Used,Apple,,Does Not Apply,,ipad mini 2,,,,32GB,,Silver,,Wi-Fi,Silver,Does not apply,Used. Horizontal lines on bottom of the screen as shown in the pictures. Otherwise works perfectly.,,,,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,http://www.ebay.com/itm/Samsung-Galaxy-Tab-Pro-SM-T320-16GB-Wi-Fi-8-4in-Black/142488341965?epid=193928733&hash=item212cf78dcd%3Ag%3A0gUAAOxyx0JTgwt%7E,$125.00,"Samsung Galaxy Tab Pro SM-T320 16GB, Wi-Fi, 8.4in - Black",https://i.ebayimg.com/00/s/NjM4WDk1OA==/z/0gUAAOxyx0JTgwt~/$_35.JPG?set_id=89040003C1,Used,Samsung,,SM-T320NZKAXAR,2.3GHz,Galaxy Tab Pro,2560 x 1600,8.4in.,Quad Core,16GB,2GB,,Tablet,Wi-Fi,Black,0887276566672,hardly used device. comes with case and stylus,Samsung,Wi-Fi,8 Megapixel,2 ChannelGB,microSD,Not Applicable,USB,Wi-Fi,8.6in (21.84cm),6.1in (15.49cm),0.3in (0.76cm),0.7lb. (0.32kg),UP to 10hr.,"Make the most out of your tablet experience with the Samsung Galaxy Tab Pro SM-T320. The Samsung Galaxy Tab Pro 8.4 brings you cutting-edge benefits that include the Android 4.4 KitKat operating system, 2GB of RAM, and 16GB of ROM, thus ensuring that your Internet surfing speeds are always up to par. Delivering a main display resolution of 1600 x 2560 pixels and a 2-megapixel front-facing camera, the Samsung Galaxy Tab Pro 8.4 gives you the freedom to take high-quality pictures wherever and whenever you like. It also includes dual-camera technology that allows you to enjoy video calls, photo editing, online image uploading, and even dual recording. Stay connected with your friends and family using this tablet’s Bluetooth, Wi-Fi, and USB connectivity.","Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Expandable Memory, GPS, HD, Led Notification, MPEG-4 Video Player, Speakerphone, Vibration Notification",SM-T320,8.4in (21.34cm),Android,,,,,,,,,,,,PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,http://www.ebay.com/itm/Super-Nice-Apple-Ipad-Pro-ML3K2LL-A-128GB-12-9-Space-Gray-Wi-Fi-Cellular/142490845910?hash=item212d1dc2d6%3Ag%3AO7wAAOSwU2VZpcJn,$674.50,"Super Nice Apple Ipad Pro ML3K2LL/A - 128GB 12.9"" Space Gray Wi-Fi & Cellular",https://i.ebayimg.com/images/g/O7wAAOSwU2VZpcJn/s-l300.jpg,Used,Apple,,Does Not Apply,,ipad pro,,"12.9""",,128GB,,,,Wi-Fi + Cellular,Space Gray,Does not apply,"Gently used. Please see photos for condition and ask any questions prior to bidding. Comes with iPad Pro, Case, Sync cable and OEM Charger.",,,,,,,,,,,,,,,,,,iOS,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,http://www.ebay.com/itm/Apple-Watch-Series-1-42mm-Space-Gray-Aluminum-MP032LL-A-LOCKED/142491817623?epid=26002519580&hash=item212d2c9697%3Ag%3A4eIAAOSwoXRZjx2F,$110.00,Apple Watch Series 1 42mm Space Gray Aluminum MP032LL/A LOCKED,https://i.ebayimg.com/images/g/4eIAAOSwoXRZjx2F/s-l300.jpg,For parts or not working,Apple,,MP032LL/A,,,,,,,,,,,,Does not apply,LOCKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,http://www.ebay.com/itm/Chromo-Inc-CHR-2419-4GB-Wi-Fi-3G-Unlocked-7in-White/142494635995?epid=200819299&hash=item212d5797db%3Ag%3AFLcAAOSw23lZqhIq,$99.99,"Chromo Inc CHR-2419 4GB, Wi-Fi + 3G (Unlocked), 7in - White",https://i.ebayimg.com/images/g/FLcAAOSw23lZqhIq/s-l300.jpg,New,Chromo Inc,,CI55000010,,,,,,4GB,,,,Wi-Fi + 3G,White,0852659187485,,,,,,,Unlocked,,,,,,,,,,CHR-2419,7in (17.78cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,http://www.ebay.com/itm/Apple-iPad-Mini-1st-Generation-32-GB-7-9-Tablet-w-Wi-Fi-navy-A1432-AS-IS/142495270168?hash=item212d614518%3Ag%3Att0AAOSwfa9ZqvjP,$85.00,"Apple iPad Mini 1st Generation 32 GB 7.9"" Tablet w/ Wi-Fi navy A1432 AS-IS",https://i.ebayimg.com/images/g/tt0AAOSwfa9ZqvjP/s-l300.jpg,For parts or not working,Apple,Web Browser,,,iPad mini 1st Generation,,7.9in.,,32GB,,Black,Tablet,Wi-Fi,,,,,"Wi-Fi, Bluetooth, USB 2.0",,,,Not Applicable,,,,,,,,,,,,iOS,,,,Not Applicable,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,http://www.ebay.com/itm/Kindle-Fire-HD-16gb-bundle/142495479854?hash=item212d64782e%3Ag%3An7YAAOSwl75Zqzfd,$40.00,Kindle Fire HD 16gb bundle,https://i.ebayimg.com/images/g/n7YAAOSwl75Zqzfd/s-l300.jpg,Used,Amazon,,,,kindle fire hd,,,,16GB,,,Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,http://www.ebay.com/itm/Apple-iPad-Pro-128GB-Wi-Fi-12-9in-Space-Gray/142496627758?epid=216598778&hash=item212d75fc2e%3Ag%3ApOMAAOSw8XBZrLqq,$699.99,"Apple iPad Pro 128GB, Wi-Fi, 12.9in - Space Gray",https://i.ebayimg.com/images/g/pOMAAOSw8XBZrLqq/s-l300.jpg,New,Apple,,ML0N2LL/A,,iPad Pro,2732 x 2048,12.9in.,Dual Core,128GB,4GB,Gray,Tablet,Wi-Fi,Space Gray,0888462520881,,Apple,Wi-Fi,8 Megapixel,4GB,,Not Applicable,Bluetooth,Wi-Fi,0.27in (0.69cm),12in (30.57cm),8.68in (22.06cm),1.57lb. (0.71kg),UP to 10hr.,"Combining power with ease of use, this versatile Apple iPad Pro ML0R2LL tablet is lighter than a laptop computer, easier to carry, and quickly starts up when needed, making it a great choice for web browsing when you're away from home or the office. As famous as the brand he helped to create, co-founder Steve Jobs brought innovative and new ideas to Apple, developing devices that excite and inspire its users. A massive 128 GB storage capacity rivals some laptops on the market and can safely store hours of digital media while still leaving room for thousands of photos. Featuring the impressive Apple iOS operating system, this tablet easily connects to compatible cellphones, computers and even televisions for simple file sharing and streaming. Reading a diverse range of digital publications and viewing HD video is comfortable on this 12.9 in / 32.8 cm screen, making it ideal for both home and office use. The tablet's screen has a resolution of 2732 x 2048 pixels, making viewing HD movies and TV shows and reading a variety of publications an enjoyable experience. Used with video calling services like Skype and FaceTime, the tablet's front camera offers an easy way to stay in touch face-to-face. This tablet is Wi-Fi enabled, so you don’t always have to be at stuck at home to download eBooks.","Antireflective coating, Built-In Front Camera, Fingerprint Sensor, HD Compatible, Retina Display, Touch Screen",Wi-Fi,12.9in (32.77cm),iOS,"Mac, PC","Camera, Touch-Screen",,,LED-backlit Multi-Touch with IPS,Multi-Touch,1.2 Channel Megapixel,,,,Rechargeable Lithium-Polymer,".ics, DOC, DOCX, GIF, HTM, HTML, JPG, Numbers, PDF, PPT, PPTX, Pages, RTF, TIFF, TXT, VCF, XLS, XLSX, ZIP",9/9/2015,Apple A9X,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,http://www.ebay.com/itm/Microsoft-Surface-3-128GB-4GB-RAM-Wi-Fi-Works-Great-TP110036524/142499455072?epid=195112925&hash=item212da12060%3Ag%3A6U0AAOSwLs5XLjjb,$359.08,Microsoft Surface 3 128GB / 4GB RAM / Wi-Fi Works Great - TP110036524,https://i.ebayimg.com/images/g/6U0AAOSwLs5XLjjb/s-l300.jpg,Used,Microsoft,,Does Not Apply,,,,10.8in.,,128GB,,,Tablet,,,885370757903,"This item has been professionally tested in all of the following areas and is guaranteed to be completely functional:The item's display has been tested and is in working order"".Product is in good overall cosmetic condition but shows Light signs of use.",,,,,,,,,,,,,,,,,,Windows 8.1,,,Yes,,,,,,,,,,,,,,,Surface 3 Charger,,,,,,,,,,,Wi-Fi,,,,,,,Microsoft,1920 x 1280,,4 GB,,,,,,,,,,,,,,,,,,,,,,,
246,http://www.ebay.com/itm/Vivitar-Camelio-7-Android-Family-Tablet-Black-8GB-BROKEN-POWER-PORT-FREE-SHIP/142500275943?epid=1738107952&hash=item212dada6e7%3Ag%3AO6gAAOSwhilZaZLm,$9.95,"Vivitar Camelio 7"" Android Family Tablet Black-8GB-BROKEN POWER PORT-FREE SHIP",https://i.ebayimg.com/images/g/O6gAAOSwhilZaZLm/s-l300.jpg,For parts or not working,Vivitar,,,,,,"7""",,8GB,,Black,Tablet,Wi-Fi,Black,,THIS ITEM HAS A BROKEN POWER PORT SO IT CAN'T BE TESTED TO SEE IF IT WORKS. CASE & SCREEN ARE NOT IN PERFECT CONDITION.  THEY DO HAVE SOME SCRATCHES ETC.  PLEASE SEE PHOTOS.,,,,,,,,,,,,,,,,,,Android,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,http://www.ebay.com/itm/Apple-iPad-2-64GB-Wi-Fi-3G-Unlocked-9-7-Black-MC775LL-A/142500517784?epid=103119115&hash=item212db15798%3Ag%3AbkgAAOSw%7Ey9ZD39G,$185.00,"Apple iPad 2, 64GB, Wi-Fi + 3G (Unlocked), 9.7"" ~ Black MC775LL/A",https://i.ebayimg.com/images/g/bkgAAOSw~y9ZD39G/s-l300.jpg,Used,Apple,,MC775LL/A,,iPad 2,1024 x 768,9.7in.,Dual Core,64GB,512MB,,Tablet,Wi-Fi + 3G,Black,0885909467211,See Description & Pictures,Apple,"Micro-USB, Wi-Fi",0.7 Megapixel,512MB,,Unlocked,USB 2.0,"Micro-USB, Wi-Fi",0.34in (0.88cm),9.5in (24.12cm),7.31in (18.57cm),1.35lb. (0.613kg),UP to 10hr.,"Things come alive on the stunning 9.7-inch widescreen LED Multi-Touch display of the Apple iPad 2. With WiFi and 3G support, this 64GB Apple iPad ensures you stay connected to your world all the time. The built-in dual-core A5 chip in this Wi-Fi + 3G iPad facilitates high-end gaming, surfing and overall performance. Gaming is at a vivid high with up to nine times the graphics performance on this 64GB Apple iPad. Capture immaculate shots in HD with the 0.7 MP front camera of this Wi-Fi iPad, while the secondary 0.3 MP VGA Camera lets you enjoy FaceTime video calling. For an enhanced movie-watching experience, play all your iPad’s digital content wirelessly on HDTV and speakers using AirPlay. Weighing a mere 1.35 lbs, with an amazing 10-hour battery life, Bluetooth 2.1 + EDR technology and more, this Apple iPad 2 is here to become another extension of you.","Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Touch Screen, Web Browser",Wi-Fi + 3G,9.7in (24.64cm),iOS,"Mac, PC",Touch-Screen,,,LED,Multi-Touch,0.3 Megapixel,"Bluetooth, Built-in Wireless, WLAN 802.11a, WLAN 802.11b, WLAN 802.11g, WLAN 802.11n","Integrated Microphone, Microphone","Headphones, Line Out, Sound card, Speaker(s)",Rechargeable Lithium-Polymer,"AAC, AAC-LC, AAX, AAX Plus (AAX+), AIFF, AVI, Apple Lossless, Audible Enhanced Audio, Audible Format 2, Audible Format 3, Audible Format 4, DOC, DOCX, GIF, H.264, HE-AAC, HTM, HTML, JPG, Key, M4V, MOV, MP3, MP3 VBR, MP4, MPEG-4, Numbers, PDF, PPT, PPTX, Pages, Protected AAC, RTF, TIFF, TXT, VCF, WAV, XLS, XLSX",3/11/2011,Apple A5,,"Bluetooth, Integrated Wireless LAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,http://www.ebay.com/itm/Sungale-7-Android-4-0-Tablet-1-2GHz-4GB-0-3MP-800x480-ID710WTA/142501583761?hash=item212dc19b91%3Ag%3AFsMAAOSwBahU7Rie,$42.99,"Sungale 7"" Android 4.0 Tablet, 1.2GHz, 4GB, 0.3MP, (800x480) ID710WTA",https://i.ebayimg.com/images/g/FsMAAOSwBahU7Rie/s-l300.jpg,New,Sungale,"Built-In Front Camera, Expandable Memory",Does Not Apply,1.2GHz,,800 x 480,"7""",,4 GB,,White,Tablet,,,884945000758,,,USB,,,,,,,,,,,,,,,,Android,Android,,,,,,,,,,,,,,800 x 480,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,http://www.ebay.com/itm/SAMSUNG-SMT-360-GALAXY-TABLET-MISSING-STYLUS/142501597438?hash=item212dc1d0fe%3Ag%3AP3MAAOSwRaRZsxee,$170.00,SAMSUNG SMT-360 GALAXY TABLET MISSING STYLUS ,https://i.ebayimg.com/images/g/P3MAAOSwRaRZsxee/s-l300.jpg,Used,Samsung,,Does Not Apply,,,,,,,,,Tablet,,,Does not apply,"MISSING STYLUS THERE ARE SOME SMALL SCRATCHES ON THE SCREEN, SIDES, AND THE BACK OF THE TABLET. OVERALL, THE ITEM IS IN GOOD CONDITION. COMES WITH A CHARGER.",Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,http://www.ebay.com/itm/2014-Lenovo-A7-50-A3500-F-Tablet-Touch-Screen-Display-VERY-CLEAN/142502733457?epid=2083390567&hash=item212dd32691%3Ag%3AapsAAOSwiONYONRa,$49.00,2014 Lenovo A7?50 A3500?F Tablet Touch Screen Display VERY CLEAN,https://i.ebayimg.com/images/g/apsAAOSwiONYONRa/s-l300.jpg,Used,,"Bluetooth, Email, Text-to-Speech Function, Touch Screen, Web Browser",59434398,,,1280 x 800,"7""",,16GB,,mid night blue,Tablet,Wi-Fi,,Does not apply,,,Bluetooth,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,Case/Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,http://www.ebay.com/itm/Samsung-Series-7-Slate-XE700T1A-128GB-Wi-Fi-11-6in-Black-XE700T1A-A06US/142503230624?epid=150991712&hash=item212ddabca0%3Ag%3A-cYAAOSwh7tZtWSU,$375.00,"Samsung Series 7 Slate XE700T1A 128GB, Wi-Fi, 11.6in - Black (XE700T1A-A06US)",https://i.ebayimg.com/images/g/-cYAAOSwh7tZtWSU/s-l300.jpg,Manufacturer refurbished,Samsung,"Built-In Front Camera, Built-In Rear Camera",XE700T1A-A06US,,,1366 x 768,11.6in.,Core i5,128GB,4GB,Black,Tablet,Wi-Fi,Black,0036725735194,,Samsung,Wi-Fi,3 Megapixel,4GB,microSD,Not Applicable,,Wi-Fi,7.24in (18.39cm),11.66in (29.62cm),0.51in (1.3cm),1.89lb. (0.85kg),UP to 7.5hr.,"The Samsung Series 7 Slate PC is designed for on-the-go users who need a slim, lightweight computer but who can't afford to sacrifice true PC functionality. Checking in a less than 2 pounds and a half-inch thick, the Series 7 Slate and be taken anywhere. Its 11.6 screen, Core i5 processor, Windows 7 operating system and solid-state drive meet the needs of even the most demanding user.","Bluetooth, Built-In Front Camera, Built-In Rear Camera",XE700T1A,11.6in (29.46cm),Windows,PC,,,Not Applicable,LED,Multi-Touch,,,,,,,,Core i5,,,,Case/Cover,,,,,,,,Intel HD,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,http://www.ebay.com/itm/Samsung-Galaxy-Tab-4-SM-T337T-16GB-WiFi-4G-T-Mobile-8in-White-Bad-Touch-17261/142504112868?epid=208419891&hash=item212de832e4%3Ag%3Ah-wAAOSwlEdZto6L,$39.99,Samsung Galaxy Tab 4 SM-T337T 16GB WiFi 4G (T-Mobile) 8in White Bad Touch 17261,https://i.ebayimg.com/images/g/h-wAAOSwlEdZto6L/s-l300.jpg,For parts or not working,Samsung,,SM-T337TZWATMB,,Galaxy Tab 4,1280 x 800,7in.,Quad Core,16GB,2GB,White,Tablet,Wi-Fi + 4G,White,0887276045962,The Tab is being sold for parts or repair because the touch screen does not work and the Tab has a bad ESN/IMEI. Please read the full description.,Samsung,Micro-USB,3 Megapixel,2 ChannelGB,microSD,T-Mobile,,Micro-USB,8.3in (21.08cm),4.9in (12.45cm),0.3in (0.76cm),0.7lb. (0.32kg),,"Perfect for all ages, Samsung's next-generation Galaxy Tab4 line offers an exceptional multimedia experience in a more premium and portable design, making it ideal for viewing or sharing content with friends and family.The Galaxy Tab4's vivid WXGA display with a 16:10 screen ratio provides users with a brilliant viewing experience while watching videos, playing games, or reading digital contents. With Multi Window functionality, users are able to seamlessly switch between apps and windows, as well as drag and drop contents with ease.The Galaxy Tab4 line is perfect for the whole family as it comes equipped with a number of fun and shareable services allowing users to access content and stay connected with friends wherever they are.The Galaxy Tab4 line features a textured, premium look and feel back cover. With a slim design and weight, the Galaxy Tab4 provides maximum portability while still allowing users to enjoy beautiful screen.","Email, GPS, Touch Screen",SM-T337T,8in (20.32cm),Android,,,,,,,1.3 Megapixel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,http://www.ebay.com/itm/SAMSUNG-GALAXY-TAB-A-16-GB-1-5-GB-RAM-SM-T350/142504281803?hash=item212deac6cb%3Ag%3AR6kAAOSwGn5Ztrzo,$105.00,SAMSUNG GALAXY TAB A 16 GB 1.5 GB RAM SM-T350,https://i.ebayimg.com/images/g/R6kAAOSwGn5Ztrzo/s-l300.jpg,Used,Samsung,,Does Not Apply,,,,,,,,,Tablet,,,Does not apply,"THERE ARE SOME SCRATCHES ON THE BACK OF THE TABLET. OVERALL, THE ITEM IS IN GOOD CONDITION. COMES WITH A CHARGER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,http://www.ebay.com/itm/Good-Condition-Apple-iPad-3-3rd-64GB-Wi-Fi-4G-LTE-GSM-9-7-inch/142273856827?hash=item21202ec53b%3Ag%3AaQ8AAOSw4CFYnPUj,$150.00,Good Condition Apple iPad 3 3rd 64GB Wi-Fi + 4G LTE GSM 9.7 inch,https://i.ebayimg.com/images/g/aQ8AAOSw4CFYnPUj/s-l300.jpg,Used,Apple,,,,iPad 3rd Generation,,"9.7""",,64GB,,Silver,Tablet,Wi-Fi + 4G,,Does not apply,This TAB is in good condition with minor scratches on the housing or screen (does not affect visibility when device is powered on). Phone tested 100% fully functional with a clean ESN.,,USB,,,,Unlocked,,,,,,,,,,,,iOS,,,,Without Contract,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi + 4G,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
