ItemLink,Price,Name,Image,Condition,Product Family,Memory,Brand,Storage Type,Screen Size,Hard Drive Capacity,Release Year,Type,Processor Speed,Graphics Processing Type,Product Line,Model,MPN,Operating System,Operating System Edition,Color,Processor Type,Seller Notes,Features,Hardware Connectivity,SSD Capacity,Country/Region of Manufacture,UPC,Bundle Listing,Storage capacity,Optical Drive,Touch Screen Function,Keyboard Type,Bluetooth,Screen Resolution,WWAN,WiFi,Charger Power Cord,Included,AC Adapter,Hard Drive,Guarantee,EAN,GPU/Video Card,Primary Drive,Processor Configuration,Number of Cells,Limited Warranty,Standard Memory,Weight (Approximate),Manufacturer,Product Series,Memory Technology,Processor Model,Country of Origin,Height,Width,Aspect Ratio,Depth,Battery Chemistry,Processor Core,Input Voltage,Environmentally Friendly,Country of Manufacture,Graphics Card,Ports,Optical Drive & More,Video Card,Touch Screen,Memory (RAM),Network,Webcam,Processor Manufacturer,Intel Processor Generation,Display Size,Resolution,Processor,Form Factor Type,Storage Capacity,Display Type,Drive Type,RAM Memory,Weight,HARD DRIVE,Includes,Release Date_Display,Processor Cores,Microsoft,Recovery Tool,Bundled Items2,Bundled Items3,Included with purchase,Serial Number,RAM,ItemIncluded2,ItemIncluded3,Notes3,R2 Condition,Notes4,ItemIncluded1,Notes5,Control State,Graphics card,Compatible Model,Tank Capacity,Water Type,Bulb Type,Application,Bundled Items,Optical,Battery,Touchscreen,2.6ghz Quad Core Processor,Max. Expandability,Best By,Battery AC Adapter,Shell Condition,Keyboard Bezel Touchpad,Condition Note,Condition Description,Hard Drive CD DVD,Regency Use,Acc Included,Model Number,# of Cores,Description,Wireless,Ethernet,Graphics Chipset,OS,Warranty,ISBN,Stock ID,Compatible Product,Style,Dimensions,Label,OperatingSystem,Binding,ProductGroup,ProductTypeSubcategory,HardwarePlatform,Restore Partition,cosmetic imperfections,Connectivity,Hard Drive Caddy,Wireless Card,"Office 365/2016,Mcafee Antivirus(1 year)",Series,USB,Number of Cores,Other Ports,Wi-Fi,Power Adapter,Items Included,Other Goodies,Processor Specifications,Seller part number,Form Factor,Model (Substitutes),Operating System License,Compatible Brand,Compatible Product Line,Ram,Bundled Items4,Bundled Items1,Bundled Items5,Marque,Type de processeur,Famille de produits,Mémoire,Numéro de pièce fabricant,Capacité de disque dur,Couleur,Type de stockage,Taille d'écran,Système d'exploitation,Vitesse du processeur,Année de sortie,Power Supply,Dedicated Graphics,Battery Life,BRAND,Internet Connectivity,Description1,Product Type,Contract,Carrier,SOLD AS IS,MONITOR,Memory Size,Cooling Component(s) Included,Chipset/GPU Manufacturer,Chipset/GPU Model,Connectors,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System Architecture,Product Model,Graphics Controller Manufacturer,Graphics Memory Accessibility,Front Camera/Webcam,Flash Memory,Widescreen,Colour,Manufacturer warranty,ScreenSize,Product Dimensions,Storage,Stylus,Platform,Format,Language,Size,Size Type,Chassis Type,EBAY_CATEGORY_ID,Hard Drive 1,Port,Keyboard,Feature,Adapter,Accssesories,Product Dimension,Condition Grade,HDMI Ports,DVD,Ac Adapter,Title,REF,Modèle,S.No,S/N,BATTERY,COA STICKER,Gr,Item Location,Ports/Interfaces,Length,EBAY_CATEGORY_SUGGESTION
http://www.ebay.com/itm/WinBook-8050D/171945959137?hash=item2808c71ee1%3Ag%3ApHsAAOSw9r1WA2TD,$50.00,WinBook 8050D,https://i.ebayimg.com/images/g/pHsAAOSw9r1WA2TD/s-l300.jpg,Used,,,MicroElectronics,,"15.4""",,,Laptop,,,WinBook,8050D,,Windows XP,Professional,,Intel Centrino,"HDD not included, LCD cover has scuffs and scratches",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Grade-A-Panasonic-CF-52-Core-2-Duo-2-4GHz-4GB-320GB-ATI-15-4-Win7-770-Hours-only/171970228535?epid=129401444&hash=item280a397137%3Ag%3A32IAAOSwrklVYe1E,$450.00,"Grade A Panasonic CF-52 Core 2 Duo 2.4GHz 4GB 320GB ATI 15.4""Win7*770 Hours only",https://i.ebayimg.com/images/g/32IAAOSwrklVYe1E/s-l300.jpg,Seller refurbished,,4GB,Panasonic,,"15.4""",,,Notebook,2.40 GHz,Integrated/On-Board Graphics,Toughbook,CF-52,CF-52FKN10AM,Microsoft Windows 7 pro (32bit),Microsoft Windows 7 pro (32bit),,Intel Core 2 Duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Hp-Lapto/172039912223?hash=item280e60bb1f%3Ag%3Auz0AAOSw5IJWfChG,$260.00,Hp Lapto,https://i.ebayimg.com/images/g/uz0AAOSw5IJWfChG/s-l300.jpg,Used,,4GB,,,,500GB,,,,Integrated/On-Board Graphics,,,,Windows 10,,,Intel Celeron D,Like new not used to much,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/3-Dell-Laptops-Inspiron-6000-E1505-Notebook-for-parts-keyboard-shell-bottom-case/172103520081?hash=item28122b4f51%3Ag%3A%7EYsAAOSwB4NWwpdL,$49.99,3 Dell Laptops-Inspiron 6000-E1505 Notebook for parts keyboard shell bottom case,https://i.ebayimg.com/images/g/~YsAAOSwB4NWwpdL/s-l300.jpg,For parts or not working,,,,,,,,,,,Inspiron,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Sony-Viao-laptop-Model-PCG-FX120/172111078454?hash=item28129ea436%3Ag%3Aq6gAAOSwDuJWy0P%7E,$50.00,Sony Viao laptop Model PCG-FX120,https://i.ebayimg.com/images/g/q6gAAOSwDuJWy0P~/s-l300.jpg,For parts or not working,,,Sony,,,,,Tablet/Laptop Convertible,,,Viao,PCG-FX120,Does Not Apply,,,,Pentium III,"Unit has no HDD, for parts or repair.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D600-for-parts-or-repair/172125869225?hash=item28138054a9%3Ag%3AC9cAAOSw5IJWc3l2,$40.00,Dell Latitude D600 for  parts or repair,https://i.ebayimg.com/images/g/C9cAAOSw5IJWc3l2/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-T410-Laptop-Win-7-250GB-4GB-i5-Warranty-A-6033/172130864964?hash=item2813cc8f44%3Ag%3AukUAAOSwyjBW43at,$149.00,Lenovo ThinkPad T410 Laptop | Win 7 | 250GB | 4GB | i5 | Warranty | A#6033,https://i.ebayimg.com/images/g/ukUAAOSwyjBW43at/s-l300.jpg,Seller refurbished,,4GB,Lenovo,,"14.1""",250GB,,Notebook,2.40GHz,,ThinkPad,T410,MJ-AZAB2,Windows 7,Professional,Black,Intel Core i5 1st Gen.,"Purchase includes a 90 day hardware warranty! This is a ready-to-use refurbished laptop, complete with Windows 7 operating system. We are a Microsoft Registered Refurbisher and this laptop has been refurbished to Microsoft Refurbisher requirements. You will not be disappointed with this laptop.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-X240/172131777525?hash=item2813da7bf5%3Ag%3A1sQAAOSwoudW5HMi,$670.00,Lenovo ThinkPad X240 ,https://i.ebayimg.com/images/g/1sQAAOSwoudW5HMi/s-l300.jpg,New,,,HP,,"12.5""",,,Tablet/Laptop Convertible,,,ThinkPad,HP PRO X2 612 G1 K4K76UT TABLET PC,Does Not Apply,Windows 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-G550-15-6-Intel-Core-2-Duo-2-1-GHz-4-GB-320GB/172151656630?epid=118428340&hash=item281509d0b6%3Ag%3A9-AAAOSwZtJW-%7EXC,$179.00,"Lenovo G550 15.6"" Intel Core 2 Duo, 2.1 GHz, 4 GB, 320GB",https://i.ebayimg.com/images/g/9-AAAOSwZtJW-~XC/s-l300.jpg,Used,,,Lenovo,,"15.6""",,,Notebook,2.2,,IdeaPad,G550,G550,,,,Intel Core 2 Duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Panasonic-Toughbook-CF-28-Pentium-III-Mobile-800MHz-256MB-RAM-Touchscreen-Port-C/172154170101?hash=item2815302af5%3Ag%3AldUAAOSwFGNWS7HP,$25.99,Panasonic Toughbook CF-28 Pentium III Mobile 800MHz 256MB RAM Touchscreen Port C,https://i.ebayimg.com/images/g/ldUAAOSwFGNWS7HP/s-l300.jpg,Used,,,Panasonic,,"13""",,,,800MHz,,ToughBook,CF-28,,NONE,,,Pentium III Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Compa-Presario-220-UNTESTED-HEADPHONE-PORT/172172358474?hash=item281645b34a%3Ag%3A39kAAOSw2GlXFRu5,$30.00,Compa Presario 220 **UNTESTED - HEADPHONE PORT**,https://i.ebayimg.com/images/g/39kAAOSw2GlXFRu5/s-l300.jpg,For parts or not working,,,Compaq,,12in.,,,,,,Presario,2200,Does Not Apply,Windows XP,,,Intel Celeron M,"This item is untested and has a broken headphone port on the side of it, check pictures. That is why this item is being listed for parts or not working.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-X201-3680F96-Notebook/172185276162?hash=item28170acf02%3Ag%3AN9AAAOSwiYFXIrSu,$150.00,Lenovo ThinkPad X201 3680F96 Notebook,https://i.ebayimg.com/images/g/N9AAAOSwiYFXIrSu/s-l300.jpg,Used,,,IBM,,12.10in,,,Notebook//Laptop,2.53GHz,Integrated//On-Board Graphics,X201,3680-F96,Does Not Apply,Windows 7,,,Intel Core i5 2nd Gen.,Machine is user and it may have some wear and tear damage.,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/2-LAPTOPS-1-LCD-HP-Compaq-NX6300-NC6200-15-Notebook-nx6110-nc6220-nx6310-nx6100/172216451407?hash=item2818e6814f%3Ag%3ArP4AAOSwixtXQpYj,$99.99,"2 LAPTOPS 1 LCD HP Compaq NX6300 NC6200 15"" Notebook nx6110 nc6220 nx6310 nx6100",https://i.ebayimg.com/images/g/rP4AAOSwixtXQpYj/s-l300.jpg,For parts or not working,,,Dell,,"15""",,,Notebook//Laptop,,,Inspiron,HP Compaq NX6300 NC6220,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Compaq-PRESARIO-R3000-15-LAPTOP-NOTEBOOK-PARTS-SCREEN-CASE-SHELL-Keyboard/172231821547?hash=item2819d108eb%3Ag%3AjwUAAOSwmtJXVP9E,$29.99,"HP Compaq PRESARIO R3000 15"" LAPTOP NOTEBOOK PARTS SCREEN CASE SHELL Keyboard",https://i.ebayimg.com/images/g/jwUAAOSwmtJXVP9E/s-l300.jpg,For parts or not working,,,HP,,15in.,,,Notebook/Laptop,,,PRESARIO R3000,COMPAQ,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/DELL-INSPIRON-8600-15-4-LAPTOP-NOTEBOOK-MOTHERBOARD-PARTS-SCREEN-CASE-SHELL-LCD/172231890155?hash=item2819d214eb%3Ag%3AAWMAAOSwvg9XVRi0,$49.99,"DELL INSPIRON 8600 15.4"" LAPTOP NOTEBOOK MOTHERBOARD PARTS SCREEN CASE SHELL LCD",https://i.ebayimg.com/images/g/AWMAAOSwvg9XVRi0/s-l300.jpg,For parts or not working,,,DELL,,"15.4""",,,Notebook/Laptop,,,INSPIRON,8600,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lot-of-13-RCA-Viking-Pro-10-COLORFUL-Tablets-Great-shape/172256440103?hash=item281b48af27%3Ag%3AAgYAAOSwZ1BXcl13,$69.89,"Lot of 13 RCA Viking Pro 10"" COLORFUL Tablets - Great shape!",https://i.ebayimg.com/images/g/AgYAAOSwZ1BXcl13/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,"these are untested one is missing a key - untested, good shape otherwise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Netgear-FS524-24-Port-10-100-Mbps-Fast-Ethernet-Switch/172282174656?epid=1400599996&hash=item281cd15cc0%3Ag%3AL84AAOSwjVVVjath,$8.50,Netgear FS524 24-Port 10/100 Mbps Fast Ethernet Switch,https://i.ebayimg.com/images/g/L84AAOSwjVVVjath/s-l300.jpg,For parts or not working,,,,,"10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-Thinkpad-11E-11-6-Notebook-500GB/172283096155?hash=item281cdf6c5b%3Ag%3AS5kAAOSwdzVXlWzI,$499.00,"Lenovo Thinkpad 11E 11.6"" Notebook - 500GB",https://i.ebayimg.com/images/g/S5kAAOSwdzVXlWzI/s-l300.jpg,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6410-320GB/172287466705?hash=item281d221cd1%3Ag%3AwtUAAOSwARZXmpvK,$100.00,"Dell Latitude E6410, 320GB",https://i.ebayimg.com/images/g/wtUAAOSwARZXmpvK/s-l300.jpg,Used,,,Dell,,,320GB,,,,,Latitude,e6410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-E6410-640GB/172288485768?hash=item281d31a988%3Ag%3ALzwAAOSwARZXm9Qg,$130.00,"Dell Latitude E6410, 640GB",https://i.ebayimg.com/images/g/LzwAAOSwARZXm9Qg/s-l300.jpg,Used,,,Dell,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Latitude-DE6410-Laptop/172308795380?hash=item281e678ff4%3Ag%3Af4sAAOSwU-pXs2E3,$100.00,Latitude DE6410 Laptop,https://i.ebayimg.com/images/g/f4sAAOSwU-pXs2E3/s-l300.jpg,For parts or not working,,,Dell,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/AS-IS-NO-HARDRIVE-DELL-LATITUDE-E5400-LAPTOP-Computer-NEVER-POWERED-NO-RETURNS/172339249248?hash=item2820384060%3Ag%3AOowAAOSwxg5X1jPW,$25.95,AS-IS NO HARDRIVE - DELL LATITUDE E5400 LAPTOP Computer NEVER POWERED NO RETURNS,https://i.ebayimg.com/images/g/OowAAOSwxg5X1jPW/s-l300.jpg,For parts or not working,,,Dell,,,,,Notebook,,,,,E5400,Not Included,,,,"PARTS OR REPAIR, Read description!",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Pavilion-DV9000-S-N-CNF7032QV0-For-Parts/172353645574?hash=item282113ec06%3Ag%3AxSoAAOSwmfhX541X,$47.85,HP Pavilion DV9000 S/N:CNF7032QV0 For Parts ,https://i.ebayimg.com/images/g/xSoAAOSwmfhX541X/s-l300.jpg,Used,,1GB,HP,HDD (Hard Disk Drive),,,,Notebook/Laptop,,,Pavilion,DV9000,,Not Included,Not Applicable,Silver,,"Laptop is the base Only, its in good condition. the cables for the screen are included. 1 GB (2-512MB)",,"HDMI, USB 2.0, Phone, VGA Output",,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/DELL-Latitude-Laptop-Computer-Windows-Core-2-Duo-DVD-WiFi-Notebook-HD-4GB/172356013011?hash=item2821380bd3%3Ag%3ANrcAAOSwgZ1Xsh6m,$125.00,DELL Latitude Laptop Computer Windows Core 2 Duo  DVD WiFi Notebook HD +4GB,https://i.ebayimg.com/images/g/NrcAAOSwgZ1Xsh6m/s-l300.jpg,Manufacturer refurbished,,4GB,Dell,HDD (Hard Disk Drive),14.1in.,80GB,,Notebook/Laptop,2.26GHz,Integrated/On-Board Graphics,Latitude,,Does Not Apply,Windows 7,Professional,,Core 2 Duo,Very nice laptop that is ready to go right out of the box. Fast 4GB RAM with Windows 7! Good condition with some minor show of wear. Please note we do not warranty used batteries. Please read our battery section in the item description for more details. Enjoy a truly wireless laptop with a DVD + CD Burner and brand new license of Windows 7! Complete and Ready to Go! Thank you.,,,,United States,845832029740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-Laptop-Computer-Windows-10-Pro-Core-2-Duo-WiFi-DVD-CDRW-4GB-PC-HD/172359165645?hash=item28216826cd%3Ag%3AL7YAAOSwPCVX7lwI,$129.00,Dell Latitude Laptop Computer Windows 10 Pro Core 2 Duo WiFi DVD CDRW 4GB PC HD,https://i.ebayimg.com/images/g/L7YAAOSwPCVX7lwI/s-l300.jpg,Manufacturer refurbished,,4GB,Dell,HDD (Hard Disk Drive),14.1in.,80GB,,Notebook/Laptop,2.26GHz,Integrated/On-Board Graphics,Latitude,,Does Not Apply,Windows 10,Professional,,Core 2 Duo,Very nice laptop that is ready to go right out of the box. Fast 4GB RAM with Windows 10! Please note we do not warranty used batteries. Please read our battery section in the item description for more details. Enjoy a truly wireless laptop with a DVD and brand new license of Windows 10! Complete and Ready to Go! Thank you.,,,,United States,845832029740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Compaq-Mini-5102/172388173192?hash=item282322c588%3Ag%3ABv0AAOSwal5YEOTg,$40.00,HP Compaq Mini 5102 ,https://i.ebayimg.com/images/g/Bv0AAOSwal5YEOTg/s-l300.jpg,For parts or not working,,,HP,,,,,Notebook,,,Compaq,,,,,,Intel Atom,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
