,ItemLink,Price,Name,Image,Condition,Model,UPC,Brand,EAN,MPN,Type,Product Line,Operating System,Screen Size,Operating System Edition,Processor Speed,Processor Type,Graphics Processing Type,Memory,Storage Type,Color,Features,Hard Drive Capacity,Seller Notes,Memory (RAM),Primary Drive,Processor Configuration,Storage,Hardware Connectivity,Optical Drive,SSD Capacity,Accessories,Release Year,Resolution,RAM,Display Technology,Monitor Screen Size,Weight,Dimensions,Recovery Tool,AirPort Extreme wireless LAN (802.11a/b/g/n),Bluetooth,Product Family,Webcam / Mic,GPU/Video Card,Manufacturer warranty,Bundle Listing,Country/Region of Manufacture,OS notice,Solid State,Backlit Keyboard,Graphics,WiFi Wireless,Battery AC Adapter,Condition Note,Condition Description,Shell Condition,Hard Drive CD DVD,weight,OS,Performance,Item Condition,Storage capacity,Touch Screen Function,Serial Number,Country of Manufacture,Charger Included,ProcessorType&Speed,ItemIncluded1,Notes3,R2 Condition,Memory RAM,Manufacturer,Processor,Warranty - Parts,Warranty - Labor,Manufacturer Warranty,HDD Caddy,Battery,CPU Model,Storage Expansion,SSD,Screen Resolution,Marque,Numéro de pièce fabricant,REF,Modèle,Country Of Manufacture,Release Date_Display,Title,location,ID,Outlets,Processor Model,Unit of Measure,Product Type,Maximum Memory,Processor Supported,Brand Name,Graphics Memory Accessibility,DisplayPort,Connectivity,ScreenSize,Keyboard Type,WWAN,WiFi,CF-30 / CF 31 CADDY GENUINE,Contract,Compatible Brand,DVDRW,Items Included,COLOR,Touchscreen,SKU,sku,DELL LATITUDE,Hard Drive,Processor Manufacturer,Product Model,Solid State Drive,Manufacturer Part Number,ISBN,Number of Cells,Weight (Approximate),Product Series,Standard Memory,Solid State Drive Capacity,Graphics Controller Model,HDMI,Hard Drive Type,Bundled Items,Graphics Card,OperatingSystem,Binding,ProductGroup,HardwarePlatform,Charger,Size,Style,Capacity
1083,http://www.ebay.com/itm/Toshiba-Satellite-A135-S4727-Laptop-Windows-Vista/112564313212?hash=item1a355b1c7c%3Ag%3AVQ0AAOSw2AFZuwI9,$14.99,Toshiba Satellite A135-S4727 Laptop Windows Vista,https://i.ebayimg.com/images/g/VQ0AAOSw2AFZuwI9/s-l500.jpg,For parts or not working,,,Toshiba,,,Notebook/Laptop,Satellite,Windows Vista,,Home Premium,,,,,,Black,Built-in Webcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,http://www.ebay.com/itm/Lenovo-110s-Premium-Built-High-Performance-11-6-inch-HD-Laptop-pc-Intel-Celeron/112564332949?epid=2092325151&hash=item1a355b6995%3Ag%3AkykAAOSwytlZuwTA,$177.99,Lenovo 110s Premium Built High Performance 11.6 inch HD Laptop pc Intel Celeron,https://i.ebayimg.com/images/g/kykAAOSwytlZuwTA/s-l500.jpg,New,,,Lenovo,,,,,,,,,Intel Celeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,http://www.ebay.com/itm/Acer-Chromebook-15-15-6-inch-Full-HD-Intel-Celeron-3205U-4GB-DDR3L-16GB-SSD/112564368923?hash=item1a355bf61b%3Ag%3A8fMAAOSwYw9Zuw13,$289.99,"Acer Chromebook 15, 15.6-inch Full HD, Intel Celeron 3205U, 4GB DDR3L, 16GB SSD,",https://i.ebayimg.com/images/g/8fMAAOSwYw9Zuw13/s-l500.jpg,New,,,Acer,,,,Chromebook,Chrome OS,,,,Intel Celeron,,4GB,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,http://www.ebay.com/itm/Apple-MacBook-13-3-Laptop-MB405LL-A-2008/112564374711?epid=131701903&hash=item1a355c0cb7%3Ag%3Al5kAAOSwsg9ZkKNi,$120.00,"Apple MacBook 13.3"" Laptop - MB405LL/A (2008)",https://i.ebayimg.com/images/g/l5kAAOSwsg9ZkKNi/s-l500.jpg,Used,,,Apple,,MB405LL/A,,,,13.3in.,,2.10GHz,Intel Core 2 Duo,,1GB,,,,120GB,,,,,,,,,,2008,,,,,,,,,,MacBook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,http://www.ebay.com/itm/Packard-Bell-N1400BK-14-1-Laptop-with-Windows-10-Notebook-Computer/112564379976?hash=item1a355c2148%3Ag%3AZ94AAOSwXvNZuxHI,$229.99,"Packard Bell N1400BK 14.1 Laptop with Windows 10, Notebook Computer",https://i.ebayimg.com/images/g/Z94AAOSwXvNZuxHI/s-l500.jpg,New,,,Intel,,,Notebook,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,http://www.ebay.com/itm/Dell-Inspiron-15-3552-15-6in-512GB-Intel-Celeron-N-2-16GHz-4GB/112564382952?epid=223356273&hash=item1a355c2ce8%3Ag%3A6d4AAOSwQr5ZuxHU,$68.15,"Dell Inspiron 15 3552 15.6in. (512GB, Intel Celeron N, 2.16GHz, 4GB)...",https://i.ebayimg.com/images/g/6d4AAOSwQr5ZuxHU/s-l500.jpg,For parts or not working,,,Dell,,FNCWC008SB,Notebook/Laptop,Inspiron,Windows 10,15.6in.,,2.16GHz,Intel Celeron N,Integrated/On-Board Graphics,4GB,,Black,,512GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,http://www.ebay.com/itm/HP-ProtectSmart-15-6-Touch-Screen-4GB-Memory-750GB-Hard-Drive-Windows-8/112564933510?hash=item1a35649386%3Ag%3AaAAAAOSwgZZZavHK,$200.37,"HP ProtectSmart 15.6"" Touch Screen, 4GB Memory, 750GB Hard Drive, Windows 8",https://i.ebayimg.com/images/g/aAAAAOSwgZZZavHK/s-l500.jpg,Used,10-az10dx,,HP,,Does Not Apply,Notebook/Laptop,Pavilion,Windows 8.1,"15.6""",Home,1.60GHz,AMD A8-4555m apu with Radeon,Radeon,4GB,,Silver,"Built-in Webcam, Touchscreen",750GB,,,,,,"USB, DisplayPort, HDMI, SD Card Slot",,,,750GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,http://www.ebay.com/itm/Apple-A1181/112565015661?hash=item1a3565d46d%3Ag%3A0rYAAOSwvp5Zfl9G,$75.95,Apple A1181,https://i.ebayimg.com/images/g/0rYAAOSwvp5Zfl9G/s-l500.jpg,Used,,,Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,http://www.ebay.com/itm/Toshiba-NB205-N330BL-10-1in-250GB-1-66GHz-1GB-Notebook-Laptop-Blue/112565033329?epid=129411875&hash=item1a35661971%3Ag%3A21QAAOSwqfpZu%7EBX,$16.23,"Toshiba NB205-N330BL 10.1in. (250GB, 1.66GHz, 1GB) Notebook/Laptop - Blue -...",https://i.ebayimg.com/images/g/21QAAOSwqfpZu~BX/s-l500.jpg,Used,,0883974308033,Toshiba,,PLL23U-00C01C,Notebook/Laptop,,Windows Vista,10.1in.,Ultimate,1.66GHz,,,1GB,,Blue,Built-in Webcam,250GB,,,,,,,,250GB,,,,,,,,,,,,,,,,Yes,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,http://www.ebay.com/itm/Apple-Macbook-A1181-Core-2-Duo-2-4GHz-No-Battery-No-Power-Adaptor/112565216821?hash=item1a3568e635%3Ag%3ARqEAAOSwG-1ZvB7a,$49.00,Apple Macbook A1181 Core 2 Duo 2.4GHz   [No Battery/No Power Adaptor],https://i.ebayimg.com/images/g/RqEAAOSwG-1ZvB7a/s-l500.jpg,Used,,,Apple,,,,,,,,2.40GHz,Intel Core 2 Duo,,,,,,,Used.  Boots to OSX. No Battery.  No AC.,,,,,,,,,,,,,,,,,,,MacBook,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,http://www.ebay.com/itm/Acer-Aspire-5532-Laptop-15-3-AMD-Turion-64-2GB-RAM-Dark-Blue-160-GB-HDD/112565244861?hash=item1a356953bd%3Ag%3ALF0AAOSw%7EfpZuvik,$100.00,"Acer Aspire 5532 Laptop 15.3"" AMD Turion 64  2GB RAM Dark Blue 160 GB HDD",https://i.ebayimg.com/images/g/LF0AAOSw~fpZuvik/s-l500.jpg,Used,5532,,Acer,,,Notebook/Laptop,Aspire,Not Included,15.6in.,Not Applicable,2.00GHz,AMD Turion 64 X2,,2GB,HDD (Hard Disk Drive),Blue,,160GB,,,,,,USB 2.0,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,http://www.ebay.com/itm/HP-14-ac159nr-14-Laptop-1-6GHz-Celeron-2GB-32GB-eMMC-Win10-w-USB-recovery-drive/112566551524?hash=item1a357d43e4%3Ag%3AQ40AAOSwb7NZvcDn,$144.79,"HP 14-ac159nr 14"" Laptop 1.6GHz Celeron 2GB 32GB eMMC Win10 w USB recovery drive",https://i.ebayimg.com/images/g/Q40AAOSwb7NZvcDn/s-l500.jpg,Used,14-ac159nr,,HP,,,,,Windows 10,"14""",Home,1.6GHz,Intel Celeron,,2GB,SSD (Solid State Drive),Blue,,32GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,http://www.ebay.com/itm/HP-G60-Laptop-AMD-Turion-Dual-Core-RM-70x2-2GHz-3gb-RAM-Windows-7-with-Charger/112566759150?hash=item1a35806eee%3Ag%3Af%7EsAAOSwYbhZyNR7,$95.00,HP G60 Laptop AMD Turion Dual Core RM-70x2 2GHz 3gb RAM Windows 7 with Charger,https://i.ebayimg.com/images/g/f~sAAOSwYbhZyNR7/s-l500.jpg,Used,G60,,HP,,,Notebook/Laptop,G Series,Windows 7,15.6in.,Starter,2.00GHz,AMD Turion RM-70x2,Nvidia C77 (GeForce 8200M G),3GB,HDD (Hard Disk Drive),Black,,3GB,,,,,,"HDMI, USB",,40gb,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,http://www.ebay.com/itm/Dell-Vostro-1520-15-4-Intel-Core-2-Duo-T6570-2-10GHz/112566759223?epid=118251219&hash=item1a35806f37%3Ag%3AN8UAAOSw-z9ZwhDZ,$86.95,Dell Vostro 1520 15.4”Intel Core 2 Duo T6570 2.10GHz,https://i.ebayimg.com/images/g/N8UAAOSw-z9ZwhDZ/s-l500.jpg,Used,1520,,Dell,,1520,Notebook/Laptop,Vostro,Windows 7,15.4in.,"Starter , not activated",2.10GHz,Intel Core 2 Duo,Integrated/On-Board Graphics,1GB,HDD (Hard Disk Drive),Black,,120GB,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,http://www.ebay.com/itm/Apple-Macbook-13-3-A1181-intel-Core2Duo-2-0GHz-2GB-80gb-mid-2007-White/112566760617?hash=item1a358074a9%3Ag%3AiicAAOSwCXxZqSX5,$107.85,"Apple Macbook 13.3"" A1181 intel Core2Duo 2.0GHz 2GB/80gb mid 2007 White",https://i.ebayimg.com/images/g/iicAAOSwCXxZqSX5/s-l500.jpg,Used,,,Apple,,,,,Mac OS X 10.5.6 Snow Leapard,"13""",,2.00GHz,Intel Core 2 Duo,,2GB,HDD (Hard Disk Drive),White,,80GB,,,,,,,,,,2007,,,,,,,,,,MacBook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,http://www.ebay.com/itm/Dell-Vostro-1520-Laptop-Core-2-Duo-2-4GHz-80-GB-HDD-Comes-with-New-Charger/112567418489?hash=item1a358a7e79%3Ag%3AEcUAAOSwyXhZw0eT,$95.00,Dell Vostro 1520 Laptop Core 2 Duo 2.4GHz 80 GB HDD Comes with New Charger,https://i.ebayimg.com/images/g/EcUAAOSwyXhZw0eT/s-l500.jpg,Seller refurbished,1520,,Dell,,,Notebook/Laptop,Vostro,Windows 7,15.4in.,"Starter, not activated",2.40GHz,Core 2 Duo,Integrated/On-Board Graphics,512MB,HDD (Hard Disk Drive),Black,,80GB,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,http://www.ebay.com/itm/Dell-Inspiron-6000-laptop-Intel-Pentium-M-1-60Ghz/112567421632?hash=item1a358a8ac0%3Ag%3AByYAAOSwPK5ZgMqN,$41.00,Dell Inspiron 6000 laptop Intel Pentium M 1.60Ghz,https://i.ebayimg.com/images/g/ByYAAOSwPK5ZgMqN/s-l500.jpg,Used,Inspiron 6000,,Dell,,,Notebook/Laptop,Inspiron,,15.4in.,Not Applicable,1.60MHz,Intel Pentium M,Integrated/On-Board Graphics,No ram,,,,No hard drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,http://www.ebay.com/itm/DELL-VOSTRO-1000-MOBILE-AMD-SEMPRON-3500-CPU/112567421753?hash=item1a358a8b39%3Ag%3AVw0AAOSw2WBZgMeM,$42.99,DELL VOSTRO 1000 MOBILE AMD SEMPRON 3500+ CPU,https://i.ebayimg.com/images/g/Vw0AAOSw2WBZgMeM/s-l500.jpg,Used,,,Dell,,,,Vostro,Not Included,,Not Applicable,,AMD Sempron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,http://www.ebay.com/itm/Acer-Aspire-One-D270-1375-Netbook-Intel-Atom-Processor-Black-320gb-1gb-10-1/112567459608?hash=item1a358b1f18%3Ag%3A3S0AAOSwT4tZtS2C,$89.58,"Acer Aspire One D270-1375 Netbook Intel Atom Processor - Black 320gb 1gb 10.1""",https://i.ebayimg.com/images/g/3S0AAOSwT4tZtS2C/s-l500.jpg,Seller refurbished,D270-1375,,Acer,,,Netbook,Aspire One,Windows 7,"10.1""",Starter,,Intel Atom,,1 GB,,Black,,320 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,http://www.ebay.com/itm/DELL-Inspiron-5150-Blue-Laptop-15-For-Parts-As-Is/112567534582?hash=item1a358c43f6%3Ag%3A7UUAAOSwb69ZvvR9,$27.00,"DELL Inspiron 5150 Blue Laptop 15"" For Parts / As Is",https://i.ebayimg.com/images/g/7UUAAOSwb69ZvvR9/s-l500.jpg,For parts or not working,,Does not apply,,,Does Not Apply,,,,,,,,,,,,,,"Used Laptop, operational status unknown (untested), for partsLittle superficial damage, stickers/model information on bottom fadedSee Photos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,http://www.ebay.com/itm/Dell-Inspiron-1521-15-4in-Notebook-Laptop-2-30-GHz-TL-66-4gb-RAM-Windows-10-Pro/112567677782?epid=127402911&hash=item1a358e7356%3Ag%3At38AAOSwc1FZvRy0,$120.00,Dell Inspiron 1521 15.4in Notebook/Laptop 2.30 GHz TL-66 4gb RAM Windows 10 Pro,https://i.ebayimg.com/images/g/t38AAOSwc1FZvRy0/s-l500.jpg,Used,Inspiron+1521,,Dell,,1521,Notebook/Laptop,Inspiron,Windows 10,15.4in.,Professional,2.30GHz,AMD Turion 64 X2,Integrated/On-Board Graphics,4GB,HDD (Hard Disk Drive),Red,,120GB,Used with wear marks on edges of the case on all sides - see pictures,,,,,USB 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,http://www.ebay.com/itm/ACER-Aspire-5253-15-6-320GB-E-350-1-60GHz-HDMI-4GB-win-7-Win10-OFFICE-2016/112567678477?epid=118252296&hash=item1a358e760d%3Ag%3AW-0AAOSw5cRZJUEr,$129.00,"ACER Aspire 5253   15.6""(320GB,E-350, 1.60GHz,HDMI,4GB)win 7 & Win10 OFFICE 2016",https://i.ebayimg.com/images/g/W-0AAOSw5cRZJUEr/s-l500.jpg,Used,Aspire 5253-BZ602,,Acer,,5532,Notebook/Laptop,ACER Aspire,Windows NT,15.6in.,Home Premium,1.60GHz,AMD E-350,Integrated/On-Board Graphics,4GB,HDD (Hard Disk Drive),Black,Built-in Webcam,320GB,"“USED AND NORMAL WEAR AND SCRATCHES from everyday use..15.6 "" HD LED screen bright & clear..HAS REFLECTION OF CAMERA FLASH.PLEASE PREVIEW ALL THE PICTURES. ALSO LOCALLY LISTED,IF SOLD WILL PULL FROM THE E-BAY LISTING”",,,,,"HDMI, USB 2.0",,Not Applicable,,2010,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,http://www.ebay.com/itm/ASUS-N50VN-D1-15-4-320GB-T9550-2-66GHz-BT-HDMI-4GB-Win7-Win10-OFFICE2016/112567709032?hash=item1a358eed68%3Ag%3AhDYAAOSw4CFYr5uN,$129.99,"ASUS N50VN-D1   15.4""(320GB,T9550,2.66GHz, BT,HDMI,4GB)Win7 & Win10  OFFICE2016 ",https://i.ebayimg.com/images/g/hDYAAOSw4CFYr5uN/s-l500.jpg,Used,N50VN-D1,,ASUS,,,Notebook/Laptop,N50vn,Win 7 & Win 10,15.4in.,Home Premium,2.66GHz,Intel T9550,Dedicated Graphics,4GB,HDD (Hard Disk Drive),Bronze fusion finish,Built-in Webcam,320GB   7200 RPM,"“USED AND NORMAL WEAR AND SCRATCHES from everyday use.15.4"" HD LCD no scratches ,BRIGHT and CLEAR...Body had Wear & Scratches.. PLEASE PREVIEW ALL THE PICTURES.ALSO LOCALLY LISTED,IF SOLD WILL PULL FROM THE E-BAY LISTING”",,,,,"HDMI, USB 2.0",,Not Applicable,,2009,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,http://www.ebay.com/itm/MSI-WS72-Workstation-Intel-Xeon-2-8GHz-Quadro-GPU-1TB-HDD-256GB-SSD-32GB/112569110640?epid=219345254&hash=item1a35a45070%3Ag%3A2NkAAOSw%7EXpZRuSr,"$2,075.00","MSI WS72 Workstation, Intel Xeon 2.8GHz, Quadro GPU, 1TB HDD+256GB SSD, 32GB...",https://i.ebayimg.com/images/g/2NkAAOSw~XpZRuSr/s-l500.jpg,New other (see details),WS72 6QJ-007US,0824142125007,MSI,,9S7-177625-007,Notebook/Laptop,MSI WS Series,Windows 10,17.3in.,Professional,2.80GHz,Intel Xeon,Dedicated Graphics,32GB,HDD + SSD RAID,Black,"Backlit Keyboard, Built-in Webcam",1TB HDD + 256GB SSD RAID,New with an open box. Has all of its original box and contents. Even has factory plastic on back.,,,,,"Mini DisplayPort, HDMI, USB 3.0",,256GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,http://www.ebay.com/itm/DELL-Laptop-Netbook-XPS-9Q23-S10029871/112569895190?hash=item1a35b04916%3Ag%3Aui8AAOSwuD9ZwY6t,$299.99,DELL Laptop/Netbook XPS 9Q23 (S10029871),https://i.ebayimg.com/images/g/ui8AAOSwuD9ZwY6t/s-l500.jpg,Used,XPS 9Q23,,Dell,,,Notebook / Laptop,XPS,Windows 8,12 - 12.9 inches,,2.00 - 2.49GHz,Intel Core I7 1st Gen,,8 GB or more,,,,100GB or more,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,http://www.ebay.com/itm/Dell-Inspiron-E1705-1-83Ghz-4Gb-RAM-250GB-DVD-Windows-XP-SP3-Internet-Ready-WIFI/112571188380?hash=item1a35c4049c%3Ag%3AI44AAOSwzilZwp61,$79.99,Dell Inspiron E1705 1.83Ghz 4Gb RAM 250GB DVD Windows XP SP3 Internet Ready WIFI,https://i.ebayimg.com/images/g/I44AAOSwzilZwp61/s-l500.jpg,Used,E1705,,Dell,,,Notebook/Laptop,Inspiron,Windows XP,15.1in.,Professional,1.00GHz,Intel Core Duo,Integrated/On-Board Graphics,2GB,HDD (Hard Disk Drive),,,40GB,,,,,,,,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,http://www.ebay.com/itm/Dell-Vostro-1520-15-4-Laptop-Core-2-Duo-2-40GHz/112571194751?hash=item1a35c41d7f%3Ag%3AdYQAAOSwULNZgM4k,$69.00,"Dell Vostro 1520 15.4"" Laptop (Core 2 Duo @2.40GHz",https://i.ebayimg.com/images/g/dYQAAOSwULNZgM4k/s-l500.jpg,Used,Vostro 1520,,Dell,,,Notebook/Laptop,Latitude,Not Included,15.4in.,Not Applicable,2.40GHz,Intel Core 2 Duo,,No ram,No hdd,,,No hdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,http://www.ebay.com/itm/Apple-MacBook-A1181-13-3-Laptop-A1181-For-Parts-or-Not-Working/112571202433?epid=1780525764&hash=item1a35c43b81%3Ag%3AuisAAOSwSBtZnjFi,$89.00,"Apple MacBook A1181 13.3"" Laptop - A1181 For Parts or Not Working",https://i.ebayimg.com/images/g/uisAAOSwSBtZnjFi/s-l500.jpg,For parts or not working,,0885909274222,Apple,,MB881LL/A,,,,13.3in.,,2.00GHz,Intel Core 2 Duo,,2GB,,,,120GB,,,,,,,,,,2009,,,,,,,,,,MacBook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,http://www.ebay.com/itm/HP-Laptop-156-Laptop-AMD-A9series-4GB-memory-AMD-Radeon-R5-1TB-Hard-Drive-Silk/112571321285?hash=item1a35c60bc5%3Ag%3APwwAAOSwmblZwrq2,$300.00,HP Laptop 156 Laptop AMD A9series 4GB memory AMD Radeon R5 1TB Hard Drive (Silk),https://i.ebayimg.com/images/g/PwwAAOSwmblZwrq2/s-l500.jpg,Used,15-BW071NR,,HP,,,Notebook/Laptop,hp 156 laptop series 9,Windows 10,15.6in.,Home,3.00GHz,AMD A9,,4GB,,Silk Gold,DVD Drive,1TB,I've has this computer for only a month I bought it for school because it was affordable but recently I got enough money to purchase a Macbook which is what I really wanted. So I don't need two laptops so I want to get rid of this one. This computer is actually great has a ton of space and functions smoothly. No wear or major signs of use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,http://www.ebay.com/itm/Dell-Inspiron-N5040-15-6-500GB-i3-380M-2-53GHz-HDMI-4GB-Win7-Win10-OFFICE2016/112571763311?epid=118302800&hash=item1a35ccca6f%3Ag%3AhBkAAOSwAPVZI6Z6,$139.99,"Dell Inspiron N5040  15.6""(500GB,i3-380M,2.53GHz,HDMI,4GB)Win7 &Win10 OFFICE2016",https://i.ebayimg.com/images/g/hBkAAOSwAPVZI6Z6/s-l500.jpg,Used,N5040,0196264357605,Dell,,i15N1818OBK,Notebook/Laptop,Inspiron,Windows 7,15.6in.,Home Premium,2.13GHz,Intel Pentium Dual-Core,Integrated/On-Board Graphics,3GB,HDD (Hard Disk Drive),Black,Built-in Webcam,320GB,"“USED AND NORMAL WEAR AND SCRATCHES from everyday use...15.6"" HD LED screen bright & clear..PLEASE PREVIEW ALL THE PICTURES.HAS SOME REFLECTION OF CAMERA FLASH. ALSO LOCALLY LISTED,IF SOLD WILL PULL FROM THE E-BAY LISTING”",,,,,"HDMI, USB 2.0",,Not Applicable,,2012,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
